"Date","Average_SSI"
1980-01-01,-0.0259706326083828
1980-02-01,-0.0110538391230671
1980-03-01,0.0490260535832526
1980-04-01,-0.298620515421027
1980-05-01,0.0320801632082843
1980-06-01,-0.127598561342278
1980-07-01,-0.122448350928564
1980-08-01,-0.0712502211365175
1980-09-01,0.157247283130756
1980-10-01,-0.273923240010724
1980-11-01,-0.168811842309381
1980-12-01,-0.0576364991442088
1981-01-01,0.220796444294223
1981-02-01,0.269538900790503
1981-03-01,0.0955546178627894
1981-04-01,-0.106855355555073
1981-05-01,-0.239444464352883
1981-06-01,0.120774127535538
1981-07-01,-0.125685624020631
1981-08-01,-0.0110950013868542
1981-09-01,-0.0102549232130708
1981-10-01,-0.0690762302007886
1981-11-01,-0.0122771964318141
1981-12-01,-0.10045217761407
1982-01-01,-0.0743919300310094
1982-02-01,-0.055397495067963
1982-03-01,0.133035030099269
1982-04-01,-0.0677717023056255
1982-05-01,-0.135069169341546
1982-06-01,-0.00484405212851953
1982-07-01,0.0182290375481995
1982-08-01,-0.120478195758923
1982-09-01,-0.0210480662835645
1982-10-01,0.133820664173835
1982-11-01,0.0759960585518625
1982-12-01,0.240064792382996
1983-01-01,0.209177594134762
1983-02-01,-0.0121967884858623
1983-03-01,0.236233562156068
1983-04-01,-0.248851081289882
1983-05-01,0.0159389324704778
1983-06-01,-0.153310995734608
1983-07-01,-0.184345625458374
1983-08-01,-0.218281331921226
1983-09-01,-0.164502000079859
1983-10-01,-0.00463735946929736
1983-11-01,-0.0770796646988709
1983-12-01,-0.0554836418779492
1984-01-01,0.133658100190702
1984-02-01,0.561028765523557
1984-03-01,-0.193873326677924
1984-04-01,-0.181039533407279
1984-05-01,-0.186255752287306
1984-06-01,-0.0870718422390973
1984-07-01,-0.168866280085912
1984-08-01,-0.151162541554106
1984-09-01,-0.128682676852219
1984-10-01,-0.268441344303338
1984-11-01,-0.147897189951148
1984-12-01,-0.0698149752688655
1985-01-01,-0.166674452452726
1985-02-01,-0.0443372327406624
1985-03-01,-0.0262843916252417
1985-04-01,0.254829343676932
1985-05-01,-0.0698223227075215
1985-06-01,-0.230368813527748
1985-07-01,-0.219733711079406
1985-08-01,0.00285925032174802
1985-09-01,0.0979094796718091
1985-10-01,0.122784120334443
1985-11-01,0.415868060404892
1985-12-01,-0.0406979429933858
1986-01-01,-0.0686084631188705
1986-02-01,-0.143950157639021
1986-03-01,0.0302886590227737
1986-04-01,0.10406537936695
1986-05-01,-0.11595216871574
1986-06-01,-0.0369298468677354
1986-07-01,-0.0717169279096122
1986-08-01,-0.118330981304262
1986-09-01,0.175818235187864
1986-10-01,0.149133985599793
1986-11-01,-0.127685930679353
1986-12-01,-0.117377647123623
1987-01-01,-0.0967345122551539
1987-02-01,0.0361787354215791
1987-03-01,-0.25540567999754
1987-04-01,0.110931250696207
1987-05-01,0.352487222378154
1987-06-01,-0.00442840150413965
1987-07-01,-0.067079592827498
1987-08-01,-0.112156073728157
1987-09-01,-0.213425034874602
1987-10-01,-0.177954929179352
1987-11-01,-0.203902212872186
1987-12-01,-0.0248178266938007
1988-01-01,-0.12942783325184
1988-02-01,-0.339780553153737
1988-03-01,-0.331681721174268
1988-04-01,-0.155168397615987
1988-05-01,0.20404210633799
1988-06-01,0.74415932030082
1988-07-01,0.479066611664416
1988-08-01,-0.0337582503934537
1988-09-01,-0.175772813136101
1988-10-01,-0.0356296135951006
1988-11-01,0.330100927353527
1988-12-01,0.0231476305531
1989-01-01,-0.102361917389622
1989-02-01,-0.0435178865230348
1989-03-01,-0.0776858676207977
1989-04-01,-0.305242889821548
1989-05-01,-0.0817774906936619
1989-06-01,0.220970523387136
1989-07-01,-0.148961511352403
1989-08-01,-0.218938899004131
1989-09-01,-0.114148440189504
1989-10-01,0.107060964271612
1989-11-01,-0.130904427430222
1989-12-01,0.512624607743691
1990-01-01,0.0168516258039127
1990-02-01,0.165401302589267
1990-03-01,0.235081625842796
1990-04-01,-0.0669784934378849
1990-05-01,-0.107055203630589
1990-06-01,-0.159225625011787
1990-07-01,-0.1922331788328
1990-08-01,-0.119466898193574
1990-09-01,-0.102070652319832
1990-10-01,0.0465586228588596
1990-11-01,-0.209581109144108
1990-12-01,0.15823080689642
1991-01-01,-0.113384437353353
1991-02-01,-0.21117448966966
1991-03-01,-0.0323413396156716
1991-04-01,-0.135257971753072
1991-05-01,-0.157053163549331
1991-06-01,0.0322660707898092
1991-07-01,0.14333022962426
1991-08-01,0.099978455630766
1991-09-01,0.0382669386648763
1991-10-01,0.136768552336716
1991-11-01,0.244672883803427
1991-12-01,0.266505372228547
1992-01-01,-0.0716529761949698
1992-02-01,-0.267782138674768
1992-03-01,-0.240707377026095
1992-04-01,-0.249781722406845
1992-05-01,-0.245886487403733
1992-06-01,0.0426720063465423
1992-07-01,0.182841160817088
1992-08-01,-0.0460756086117103
1992-09-01,0.061240444780405
1992-10-01,-0.276948069334558
1992-11-01,0.327273814385948
1992-12-01,-0.129163711400841
1993-01-01,0.0559541399993769
1993-02-01,-0.112548070790247
1993-03-01,-0.107296592612299
1993-04-01,0.0571977305448325
1993-05-01,-0.0910148613726742
1993-06-01,0.0803294200955878
1993-07-01,0.0447251312394832
1993-08-01,0.0398129762084519
1993-09-01,-0.0451414517202983
1993-10-01,-0.171322873618068
1993-11-01,-0.27050272455529
1993-12-01,-0.339099609588032
1994-01-01,0.0532674528912927
1994-02-01,-0.183886176212839
1994-03-01,0.0340929486154235
1994-04-01,-0.0961949997556821
1994-05-01,-0.23613978275679
1994-06-01,-0.158087662101995
1994-07-01,0.0148242534490142
1994-08-01,0.0643349017830142
1994-09-01,-0.088173988556574
1994-10-01,-0.146770166855361
1994-11-01,-0.010599476956075
1994-12-01,-0.201140309971252
1995-01-01,-0.0891995084392509
1995-02-01,-0.0012289166092185
1995-03-01,-0.183868284479779
1995-04-01,0.0644844131777072
