"date","storage","all_years","months","year_mon","ResOpsUS","fraction"
1937-10-01,NA,"1937","10","1937-10",NA,NA
1937-10-02,NA,"1937","10","1937-10",NA,NA
1937-10-03,NA,"1937","10","1937-10",NA,NA
1937-10-04,NA,"1937","10","1937-10",NA,NA
1937-10-05,NA,"1937","10","1937-10",NA,NA
1937-10-06,NA,"1937","10","1937-10",NA,NA
1937-10-07,NA,"1937","10","1937-10",NA,NA
1937-10-08,NA,"1937","10","1937-10",NA,NA
1937-10-09,NA,"1937","10","1937-10",NA,NA
1937-10-10,NA,"1937","10","1937-10",NA,NA
1937-10-11,NA,"1937","10","1937-10",NA,NA
1937-10-12,NA,"1937","10","1937-10",NA,NA
1937-10-13,NA,"1937","10","1937-10",NA,NA
1937-10-14,NA,"1937","10","1937-10",NA,NA
1937-10-15,NA,"1937","10","1937-10",NA,NA
1937-10-16,NA,"1937","10","1937-10",NA,NA
1937-10-17,NA,"1937","10","1937-10",NA,NA
1937-10-18,NA,"1937","10","1937-10",NA,NA
1937-10-19,NA,"1937","10","1937-10",NA,NA
1937-10-20,NA,"1937","10","1937-10",NA,NA
1937-10-21,NA,"1937","10","1937-10",NA,NA
1937-10-22,NA,"1937","10","1937-10",NA,NA
1937-10-23,NA,"1937","10","1937-10",NA,NA
1937-10-24,NA,"1937","10","1937-10",NA,NA
1937-10-25,NA,"1937","10","1937-10",NA,NA
1937-10-26,NA,"1937","10","1937-10",NA,NA
1937-10-27,NA,"1937","10","1937-10",NA,NA
1937-10-28,NA,"1937","10","1937-10",NA,NA
1937-10-29,NA,"1937","10","1937-10",NA,NA
1937-10-30,NA,"1937","10","1937-10",NA,NA
1937-10-31,NA,"1937","10","1937-10",NA,NA
1937-11-01,NA,"1937","11","1937-11",NA,NA
1937-11-02,NA,"1937","11","1937-11",NA,NA
1937-11-03,NA,"1937","11","1937-11",NA,NA
1937-11-04,NA,"1937","11","1937-11",NA,NA
1937-11-05,NA,"1937","11","1937-11",NA,NA
1937-11-06,NA,"1937","11","1937-11",NA,NA
1937-11-07,NA,"1937","11","1937-11",NA,NA
1937-11-08,NA,"1937","11","1937-11",NA,NA
1937-11-09,NA,"1937","11","1937-11",NA,NA
1937-11-10,NA,"1937","11","1937-11",NA,NA
1937-11-11,NA,"1937","11","1937-11",NA,NA
1937-11-12,NA,"1937","11","1937-11",NA,NA
1937-11-13,NA,"1937","11","1937-11",NA,NA
1937-11-14,NA,"1937","11","1937-11",NA,NA
1937-11-15,NA,"1937","11","1937-11",NA,NA
1937-11-16,NA,"1937","11","1937-11",NA,NA
1937-11-17,NA,"1937","11","1937-11",NA,NA
1937-11-18,NA,"1937","11","1937-11",NA,NA
1937-11-19,NA,"1937","11","1937-11",NA,NA
1937-11-20,NA,"1937","11","1937-11",NA,NA
1937-11-21,NA,"1937","11","1937-11",NA,NA
1937-11-22,NA,"1937","11","1937-11",NA,NA
1937-11-23,NA,"1937","11","1937-11",NA,NA
1937-11-24,NA,"1937","11","1937-11",NA,NA
1937-11-25,NA,"1937","11","1937-11",NA,NA
1937-11-26,NA,"1937","11","1937-11",NA,NA
1937-11-27,NA,"1937","11","1937-11",NA,NA
1937-11-28,NA,"1937","11","1937-11",NA,NA
1937-11-29,NA,"1937","11","1937-11",NA,NA
1937-11-30,NA,"1937","11","1937-11",NA,NA
1937-12-01,NA,"1937","12","1937-12",NA,NA
1937-12-02,NA,"1937","12","1937-12",NA,NA
1937-12-03,NA,"1937","12","1937-12",NA,NA
1937-12-04,NA,"1937","12","1937-12",NA,NA
1937-12-05,NA,"1937","12","1937-12",NA,NA
1937-12-06,NA,"1937","12","1937-12",NA,NA
1937-12-07,NA,"1937","12","1937-12",NA,NA
1937-12-08,NA,"1937","12","1937-12",NA,NA
1937-12-09,NA,"1937","12","1937-12",NA,NA
1937-12-10,NA,"1937","12","1937-12",NA,NA
1937-12-11,NA,"1937","12","1937-12",NA,NA
1937-12-12,NA,"1937","12","1937-12",NA,NA
1937-12-13,NA,"1937","12","1937-12",NA,NA
1937-12-14,NA,"1937","12","1937-12",NA,NA
1937-12-15,NA,"1937","12","1937-12",NA,NA
1937-12-16,NA,"1937","12","1937-12",NA,NA
1937-12-17,NA,"1937","12","1937-12",NA,NA
1937-12-18,NA,"1937","12","1937-12",NA,NA
1937-12-19,NA,"1937","12","1937-12",NA,NA
1937-12-20,NA,"1937","12","1937-12",NA,NA
1937-12-21,NA,"1937","12","1937-12",NA,NA
1937-12-22,NA,"1937","12","1937-12",NA,NA
1937-12-23,NA,"1937","12","1937-12",NA,NA
1937-12-24,NA,"1937","12","1937-12",NA,NA
1937-12-25,NA,"1937","12","1937-12",NA,NA
