"date","storage","all_years","months","year_mon","ResOpsUS","fraction"
1933-07-01,71.295,"1933","7","1933-7",552.8,0.128970694645441
1933-07-02,71.295,"1933","7","1933-7",552.8,0.128970694645441
1933-07-03,71.295,"1933","7","1933-7",552.8,0.128970694645441
1933-07-04,71.295,"1933","7","1933-7",552.8,0.128970694645441
1933-07-05,71.295,"1933","7","1933-7",552.8,0.128970694645441
1933-07-06,71.295,"1933","7","1933-7",552.8,0.128970694645441
1933-07-07,67.225,"1933","7","1933-7",552.8,0.121608176555716
1933-07-08,64.264,"1933","7","1933-7",552.8,0.116251808972504
1933-07-09,64.141,"1933","7","1933-7",552.8,0.116029305354559
1933-07-10,64.141,"1933","7","1933-7",552.8,0.116029305354559
1933-07-11,64.018,"1933","7","1933-7",552.8,0.115806801736614
1933-07-12,64.018,"1933","7","1933-7",552.8,0.115806801736614
1933-07-13,63.894,"1933","7","1933-7",552.8,0.115582489146165
1933-07-14,63.894,"1933","7","1933-7",552.8,0.115582489146165
1933-07-15,63.771,"1933","7","1933-7",552.8,0.11535998552822
1933-07-16,63.771,"1933","7","1933-7",552.8,0.11535998552822
1933-07-17,63.648,"1933","7","1933-7",552.8,0.115137481910275
1933-07-18,63.648,"1933","7","1933-7",552.8,0.115137481910275
1933-07-19,63.524,"1933","7","1933-7",552.8,0.114913169319826
1933-07-20,63.524,"1933","7","1933-7",552.8,0.114913169319826
1933-07-21,63.401,"1933","7","1933-7",552.8,0.114690665701881
1933-07-22,63.401,"1933","7","1933-7",552.8,0.114690665701881
1933-07-23,63.278,"1933","7","1933-7",552.8,0.114468162083936
1933-07-24,63.278,"1933","7","1933-7",552.8,0.114468162083936
1933-07-25,63.154,"1933","7","1933-7",552.8,0.114243849493488
1933-07-26,63.154,"1933","7","1933-7",552.8,0.114243849493488
1933-07-27,63.031,"1933","7","1933-7",552.8,0.114021345875543
1933-07-28,62.907,"1933","7","1933-7",552.8,0.113797033285094
1933-07-29,62.907,"1933","7","1933-7",552.8,0.113797033285094
1933-07-30,62.907,"1933","7","1933-7",552.8,0.113797033285094
1933-07-31,62.907,"1933","7","1933-7",552.8,0.113797033285094
1933-08-01,62.907,"1933","8","1933-8",552.8,0.113797033285094
1933-08-02,62.907,"1933","8","1933-8",552.8,0.113797033285094
1933-08-03,62.784,"1933","8","1933-8",552.8,0.113574529667149
1933-08-04,62.661,"1933","8","1933-8",552.8,0.113352026049204
1933-08-05,62.537,"1933","8","1933-8",552.8,0.113127713458755
1933-08-06,62.414,"1933","8","1933-8",552.8,0.11290520984081
1933-08-07,62.291,"1933","8","1933-8",552.8,0.112682706222865
1933-08-08,62.167,"1933","8","1933-8",552.8,0.112458393632417
1933-08-09,62.167,"1933","8","1933-8",552.8,0.112458393632417
1933-08-10,62.044,"1933","8","1933-8",552.8,0.112235890014472
1933-08-11,62.044,"1933","8","1933-8",552.8,0.112235890014472
1933-08-12,61.921,"1933","8","1933-8",552.8,0.112013386396527
1933-08-13,61.921,"1933","8","1933-8",552.8,0.112013386396527
1933-08-14,61.797,"1933","8","1933-8",552.8,0.111789073806078
1933-08-15,61.674,"1933","8","1933-8",552.8,0.111566570188133
1933-08-16,61.551,"1933","8","1933-8",552.8,0.111344066570188
1933-08-17,61.551,"1933","8","1933-8",552.8,0.111344066570188
1933-08-18,61.427,"1933","8","1933-8",552.8,0.11111975397974
1933-08-19,61.427,"1933","8","1933-8",552.8,0.11111975397974
1933-08-20,61.304,"1933","8","1933-8",552.8,0.110897250361795
1933-08-21,61.304,"1933","8","1933-8",552.8,0.110897250361795
1933-08-22,61.181,"1933","8","1933-8",552.8,0.11067474674385
1933-08-23,61.181,"1933","8","1933-8",552.8,0.11067474674385
1933-08-24,61.057,"1933","8","1933-8",552.8,0.110450434153401
1933-08-25,60.934,"1933","8","1933-8",552.8,0.110227930535456
1933-08-26,60.811,"1933","8","1933-8",552.8,0.110005426917511
1933-08-27,60.811,"1933","8","1933-8",552.8,0.110005426917511
1933-08-28,60.811,"1933","8","1933-8",552.8,0.110005426917511
1933-08-29,60.811,"1933","8","1933-8",552.8,0.110005426917511
1933-08-30,60.811,"1933","8","1933-8",552.8,0.110005426917511
1933-08-31,60.811,"1933","8","1933-8",552.8,0.110005426917511
1933-09-01,60.811,"1933","9","1933-9",552.8,0.110005426917511
1933-09-02,60.811,"1933","9","1933-9",552.8,0.110005426917511
1933-09-03,60.687,"1933","9","1933-9",552.8,0.109781114327062
1933-09-04,60.687,"1933","9","1933-9",552.8,0.109781114327062
1933-09-05,60.687,"1933","9","1933-9",552.8,0.109781114327062
