"date","storage","all_years","months","year_mon","ResOpsUS","fraction"
1935-10-01,144.338,"1935","10","1935-10",3630.101,0.0397614281255535
1935-10-02,144.027,"1935","10","1935-10",3630.101,0.0396757555781506
1935-10-03,143.84,"1935","10","1935-10",3630.101,0.0396242418599372
1935-10-04,144.15,"1935","10","1935-10",3630.101,0.0397096389329112
1935-10-05,144.026,"1935","10","1935-10",3630.101,0.0396754801037216
1935-10-06,144.09,"1935","10","1935-10",3630.101,0.0396931104671743
1935-10-07,144.774,"1935","10","1935-10",3630.101,0.039881534976575
1935-10-08,144.525,"1935","10","1935-10",3630.101,0.0398129418437669
1935-10-09,142.907,"1935","10","1935-10",3630.101,0.0393672242177284
1935-10-10,141.229,"1935","10","1935-10",3630.101,0.038904978125953
1935-10-11,140.67,"1935","10","1935-10",3630.101,0.0387509879201708
1935-10-12,140.359,"1935","10","1935-10",3630.101,0.0386653153727679
1935-10-13,140.482,"1935","10","1935-10",3630.101,0.0386991987275285
1935-10-14,140.67,"1935","10","1935-10",3630.101,0.0387509879201708
1935-10-15,140.731,"1935","10","1935-10",3630.101,0.0387677918603367
1935-10-16,140.794,"1935","10","1935-10",3630.101,0.0387851467493604
1935-10-17,140.794,"1935","10","1935-10",3630.101,0.0387851467493604
1935-10-18,140.171,"1935","10","1935-10",3630.101,0.0386135261801256
1935-10-19,140.482,"1935","10","1935-10",3630.101,0.0386991987275285
1935-10-20,140.794,"1935","10","1935-10",3630.101,0.0387851467493604
1935-10-21,140.855,"1935","10","1935-10",3630.101,0.0388019506895263
1935-10-22,145.271,"1935","10","1935-10",3630.101,0.0400184457677624
1935-10-23,141.476,"1935","10","1935-10",3630.101,0.0389730203099032
1935-10-24,140.171,"1935","10","1935-10",3630.101,0.0386135261801256
1935-10-25,139.549,"1935","10","1935-10",3630.101,0.0384421810853197
1935-10-26,139.86,"1935","10","1935-10",3630.101,0.0385278536327226
1935-10-27,139.86,"1935","10","1935-10",3630.101,0.0385278536327226
1935-10-28,141.727,"1935","10","1935-10",3630.101,0.0390421643915693
1935-10-29,142.161,"1935","10","1935-10",3630.101,0.0391617202937329
1935-10-30,142.224,"1935","10","1935-10",3630.101,0.0391790751827566
1935-10-31,141.104,"1935","10","1935-10",3630.101,0.0388705438223344
1935-11-01,136.689,"1935","11","1935-11",3630.101,0.0376543242185273
1935-11-02,136.439,"1935","11","1935-11",3630.101,0.0375854556112902
1935-11-03,136.253,"1935","11","1935-11",3630.101,0.0375342173675057
1935-11-04,135.63,"1935","11","1935-11",3630.101,0.0373625967982709
1935-11-05,134.514,"1935","11","1935-11",3630.101,0.0370551673355645
1935-11-06,134.7,"1935","11","1935-11",3630.101,0.0371064055793489
1935-11-07,133.642,"1935","11","1935-11",3630.101,0.0368149536335215
1935-11-08,134.14,"1935","11","1935-11",3630.101,0.0369521398991378
1935-11-09,134.078,"1935","11","1935-11",3630.101,0.036935060484543
1935-11-10,135.882,"1935","11","1935-11",3630.101,0.0374320163543659
1935-11-11,141.166,"1935","11","1935-11",3630.101,0.0388876232369292
1935-11-12,144.586,"1935","11","1935-11",3630.101,0.0398297457839327
1935-11-13,147.882,"1935","11","1935-11",3630.101,0.0407377095017466
1935-11-14,154.474,"1935","11","1935-11",3630.101,0.0425536369373745
1935-11-15,159.326,"1935","11","1935-11",3630.101,0.0438902388666321
1935-11-16,160.322,"1935","11","1935-11",3630.101,0.0441646113978647
1935-11-17,154.662,"1935","11","1935-11",3630.101,0.0426054261300168
1935-11-18,152.299,"1935","11","1935-11",3630.101,0.0419544800544117
1935-11-19,150.183,"1935","11","1935-11",3630.101,0.0413715761627569
1935-11-20,146.763,"1935","11","1935-11",3630.101,0.0404294536157534
1935-11-21,144.089,"1935","11","1935-11",3630.101,0.0396928349927454
1935-11-22,142.596,"1935","11","1935-11",3630.101,0.0392815516703254
1935-11-23,141.166,"1935","11","1935-11",3630.101,0.0388876232369292
1935-11-24,140.296,"1935","11","1935-11",3630.101,0.0386479604837441
1935-11-25,139.302,"1935","11","1935-11",3630.101,0.0383741389013694
1935-11-26,138.368,"1935","11","1935-11",3630.101,0.0381168457847316
1935-11-27,138.555,"1935","11","1935-11",3630.101,0.038168359502945
1935-11-28,141.106,"1935","11","1935-11",3630.101,0.0388710947711923
1935-11-29,143.344,"1935","11","1935-11",3630.101,0.0394876065431788
1935-11-30,143.653,"1935","11","1935-11",3630.101,0.0395727281417239
1935-12-01,143.406,"1935","12","1935-12",3630.101,0.0395046859577736
1935-12-02,143.22,"1935","12","1935-12",3630.101,0.0394534477139892
1935-12-03,142.285,"1935","12","1935-12",3630.101,0.0391958791229225
1935-12-04,140.98,"1935","12","1935-12",3630.101,0.0388363849931448
1935-12-05,140.484,"1935","12","1935-12",3630.101,0.0386997496763864
1935-12-06,139.986,"1935","12","1935-12",3630.101,0.0385625634107701
1935-12-07,137.56,"1935","12","1935-12",3630.101,0.0378942624461413
1935-12-08,139.737,"1935","12","1935-12",3630.101,0.038493970277962
1935-12-09,137.934,"1935","12","1935-12",3630.101,0.037997289882568
1935-12-10,135.817,"1935","12","1935-12",3630.101,0.0374141105164843
1935-12-11,134.574,"1935","12","1935-12",3630.101,0.0370716958013014
1935-12-12,133.58,"1935","12","1935-12",3630.101,0.0367978742189267
1935-12-13,136.44,"1935","12","1935-12",3630.101,0.0375857310857191
1935-12-14,142.846,"1935","12","1935-12",3630.101,0.0393504202775625
1935-12-15,144.837,"1935","12","1935-12",3630.101,0.0398988898655988
1935-12-16,145.457,"1935","12","1935-12",3630.101,0.0400696840115468
1935-12-17,145.085,"1935","12","1935-12",3630.101,0.039967207523978
1935-12-18,144.401,"1935","12","1935-12",3630.101,0.0397787830145773
1935-12-19,143.717,"1935","12","1935-12",3630.101,0.0395903585051766
1935-12-20,142.97,"1935","12","1935-12",3630.101,0.0393845791067521
1935-12-21,141.478,"1935","12","1935-12",3630.101,0.0389735712587611
1935-12-22,140.11,"1935","12","1935-12",3630.101,0.0385967222399597
1935-12-23,138.431,"1935","12","1935-12",3630.101,0.0381342006737554
1935-12-24,137.872,"1935","12","1935-12",3630.101,0.0379802104679732
1935-12-25,136.191,"1935","12","1935-12",3630.101,0.037517137952911
1935-12-26,134.513,"1935","12","1935-12",3630.101,0.0370548918611356
1935-12-27,134.014,"1935","12","1935-12",3630.101,0.0369174301210903
1935-12-28,131.092,"1935","12","1935-12",3630.101,0.0361124938397031
1935-12-29,134.201,"1935","12","1935-12",3630.101,0.0369689438393036
1935-12-30,137.186,"1935","12","1935-12",3630.101,0.0377912350097146
1935-12-31,136.689,"1935","12","1935-12",3630.101,0.0376543242185273
1936-01-01,136.565,"1936","1","1936-1",3630.101,0.0376201653893377
1936-01-02,137.311,"1936","1","1936-1",3630.101,0.0378256693133332
1936-01-03,144.4,"1936","1","1936-1",3630.101,0.0397785075401483
1936-01-04,155.842,"1936","1","1936-1",3630.101,0.0429304859561759
1936-01-05,175.121,"1936","1","1936-1",3630.101,0.048241357471872
1936-01-06,191.726,"1936","1","1936-1",3630.101,0.0528156103645601
1936-01-07,199.187,"1936","1","1936-1",3630.101,0.0548709250789441
1936-01-08,211.689,"1936","1","1936-1",3630.101,0.0583149063896569
1936-01-09,234.635,"1936","1","1936-1",3630.101,0.0646359426363068
1936-01-10,247.694,"1936","1","1936-1",3630.101,0.0682333632039439
1936-01-11,254.1,"1936","1","1936-1",3630.101,0.0699980523957873
1936-01-12,251.675,"1936","1","1936-1",3630.101,0.0693300269055875
1936-01-13,240.667,"1936","1","1936-1",3630.101,0.0662976043917235
1936-01-14,227.857,"1936","1","1936-1",3630.101,0.0627687769568946
1936-01-15,213.242,"1936","1","1936-1",3630.101,0.0587427181778138
1936-01-16,195.333,"1936","1","1936-1",3630.101,0.053809246629777
1936-01-17,183.204,"1936","1","1936-1",3630.101,0.0504680172810619
1936-01-18,181.465,"1936","1","1936-1",3630.101,0.0499889672491206
1936-01-19,191.788,"1936","1","1936-1",3630.101,0.0528326897791549
1936-01-20,215.731,"1936","1","1936-1",3630.101,0.0594283740314663
1936-01-21,234.821,"1936","1","1936-1",3630.101,0.0646871808800912
1936-01-22,238.116,"1936","1","1936-1",3630.101,0.0655948691234762
1936-01-23,233.89,"1936","1","1936-1",3630.101,0.0644307141867403
1936-01-24,227.049,"1936","1","1936-1",3630.101,0.0625461936183043
1936-01-25,219.958,"1936","1","1936-1",3630.101,0.0605928044426312
1936-01-26,208.642,"1936","1","1936-1",3630.101,0.0574755358046512
1936-01-27,193.654,"1936","1","1936-1",3630.101,0.0533467250635726
1936-01-28,178.108,"1936","1","1936-1",3630.101,0.0490641995911409
1936-01-29,170.146,"1936","1","1936-1",3630.101,0.0468708721878537
1936-01-30,164.797,"1936","1","1936-1",3630.101,0.0453973594674088
1936-01-31,161.378,"1936","1","1936-1",3630.101,0.0444555123948342
1936-02-01,158.767,"1936","2","1936-2",3630.101,0.0437362486608499
1936-02-02,157.522,"1936","2","1936-2",3630.101,0.0433932829968092
1936-02-03,164.612,"1936","2","1936-2",3630.101,0.0453463966980533
1936-02-04,201.799,"1936","2","1936-2",3630.101,0.0555904642873573
1936-02-05,232.271,"1936","2","1936-2",3630.101,0.0639847210862728
1936-02-06,254.972,"1936","2","1936-2",3630.101,0.0702382660978303
1936-02-07,257.522,"1936","2","1936-2",3630.101,0.0709407258916488
1936-02-08,252.794,"1936","2","1936-2",3630.101,0.0696382827915807
1936-02-09,244.398,"1936","2","1936-2",3630.101,0.06732539948613
1936-02-10,233.826,"1936","2","1936-2",3630.101,0.0644130838232876
1936-02-11,218.217,"1936","2","1936-2",3630.101,0.0601132034618321
1936-02-12,200.433,"1936","2","1936-2",3630.101,0.0552141662174138
1936-02-13,185.383,"1936","2","1936-2",3630.101,0.0510682760617404
1936-02-14,179.163,"1936","2","1936-2",3630.101,0.0493548251136814
1936-02-15,177.671,"1936","2","1936-2",3630.101,0.0489438172656904
1936-02-16,179.972,"1936","2","1936-2",3630.101,0.0495776839267007
1936-02-17,182.336,"1936","2","1936-2",3630.101,0.0502289054767347
1936-02-18,189.113,"1936","2","1936-2",3630.101,0.052095795681718
1936-02-19,197.882,"1936","2","1936-2",3630.101,0.0545114309491664
1936-02-20,207.583,"1936","2","1936-2",3630.101,0.0571838083843948
1936-02-21,206.774,"1936","2","1936-2",3630.101,0.0569609495713756
1936-02-22,202.733,"1936","2","1936-2",3630.101,0.0558477574039951
1936-02-23,193.094,"1936","2","1936-2",3630.101,0.0531924593833615
1936-02-24,185.633,"1936","2","1936-2",3630.101,0.0511371446689775
1936-02-25,179.91,"1936","2","1936-2",3630.101,0.0495606045121059
1936-02-26,174.064,"1936","2","1936-2",3630.101,0.0479501810004735
1936-02-27,170.519,"1936","2","1936-2",3630.101,0.0469736241498515
1936-02-28,170.52,"1936","2","1936-2",3630.101,0.0469738996242804
1936-02-29,168.716,"1936","2","1936-2",3630.101,0.0464769437544575
1936-03-01,174.939357988166,"1936","3","1936-3",3630.101,0.048191319742389
1936-03-02,181.162715976331,"1936","3","1936-3",3630.101,0.0499056957303202
1936-03-03,187.386073964497,"1936","3","1936-3",3630.101,0.0516200717182516
1936-03-04,193.609431952663,"1936","3","1936-3",3630.101,0.0533344477061831
1936-03-05,199.832789940828,"1936","3","1936-3",3630.101,0.0550488236941143
1936-03-06,206.056147928994,"1936","3","1936-3",3630.101,0.0567631996820458
1936-03-07,212.27950591716,"1936","3","1936-3",3630.101,0.0584775756699772
1936-03-08,218.502863905325,"1936","3","1936-3",3630.101,0.0601919516579084
1936-03-09,224.726221893491,"1936","3","1936-3",3630.101,0.0619063276458399
1936-03-10,230.949579881657,"1936","3","1936-3",3630.101,0.0636207036337714
1936-03-11,237.172937869822,"1936","3","1936-3",3630.101,0.0653350796217025
1936-03-12,243.396295857988,"1936","3","1936-3",3630.101,0.067049455609634
1936-03-13,249.619653846154,"1936","3","1936-3",3630.101,0.0687638315975655
1936-03-14,255.84301183432,"1936","3","1936-3",3630.101,0.0704782075854969
1936-03-15,262.066369822485,"1936","3","1936-3",3630.101,0.0721925835734281
1936-03-16,268.289727810651,"1936","3","1936-3",3630.101,0.0739069595613596
1936-03-17,274.513085798817,"1936","3","1936-3",3630.101,0.0756213355492911
1936-03-18,280.736443786982,"1936","3","1936-3",3630.101,0.0773357115372223
1936-03-19,286.959801775148,"1936","3","1936-3",3630.101,0.0790500875251537
1936-03-20,293.183159763314,"1936","3","1936-3",3630.101,0.0807644635130852
1936-03-21,299.406517751479,"1936","3","1936-3",3630.101,0.0824788395010164
1936-03-22,305.629875739645,"1936","3","1936-3",3630.101,0.0841932154889478
1936-03-23,311.853233727811,"1936","3","1936-3",3630.101,0.0859075914768793
1936-03-24,318.076591715976,"1936","3","1936-3",3630.101,0.0876219674648105
1936-03-25,324.299949704142,"1936","3","1936-3",3630.101,0.089336343452742
1936-03-26,330.523307692308,"1936","3","1936-3",3630.101,0.0910507194406734
1936-03-27,336.746665680473,"1936","3","1936-3",3630.101,0.0927650954286046
1936-03-28,342.970023668639,"1936","3","1936-3",3630.101,0.0944794714165361
1936-03-29,349.193381656805,"1936","3","1936-3",3630.101,0.0961938474044675
1936-03-30,355.41673964497,"1936","3","1936-3",3630.101,0.0979082233923987
1936-03-31,361.640097633136,"1936","3","1936-3",3630.101,0.0996225993803302
1936-04-01,367.863455621302,"1936","4","1936-4",3630.101,0.101336975368262
1936-04-02,374.086813609467,"1936","4","1936-4",3630.101,0.103051351356193
1936-04-03,380.310171597633,"1936","4","1936-4",3630.101,0.104765727344124
1936-04-04,386.533529585799,"1936","4","1936-4",3630.101,0.106480103332056
1936-04-05,392.756887573964,"1936","4","1936-4",3630.101,0.108194479319987
1936-04-06,398.98024556213,"1936","4","1936-4",3630.101,0.109908855307918
1936-04-07,405.203603550296,"1936","4","1936-4",3630.101,0.11162323129585
1936-04-08,411.426961538462,"1936","4","1936-4",3630.101,0.113337607283781
1936-04-09,417.650319526627,"1936","4","1936-4",3630.101,0.115051983271713
1936-04-10,423.873677514793,"1936","4","1936-4",3630.101,0.116766359259644
1936-04-11,430.097035502959,"1936","4","1936-4",3630.101,0.118480735247575
1936-04-12,436.320393491124,"1936","4","1936-4",3630.101,0.120195111235507
1936-04-13,442.54375147929,"1936","4","1936-4",3630.101,0.121909487223438
1936-04-14,448.767109467456,"1936","4","1936-4",3630.101,0.12362386321137
1936-04-15,454.990467455621,"1936","4","1936-4",3630.101,0.125338239199301
1936-04-16,461.213825443787,"1936","4","1936-4",3630.101,0.127052615187232
1936-04-17,467.437183431953,"1936","4","1936-4",3630.101,0.128766991175164
1936-04-18,473.660541420118,"1936","4","1936-4",3630.101,0.130481367163095
1936-04-19,479.883899408284,"1936","4","1936-4",3630.101,0.132195743151026
