"date","storage","all_years","months","year_mon","ResOpsUS","fraction"
1938-01-28,NA,"1938","1","1938-1",NA,NA
1938-01-29,NA,"1938","1","1938-1",NA,NA
1938-01-30,NA,"1938","1","1938-1",NA,NA
1938-01-31,NA,"1938","1","1938-1",NA,NA
1938-02-01,NA,"1938","2","1938-2",NA,NA
1938-02-02,NA,"1938","2","1938-2",NA,NA
1938-02-03,NA,"1938","2","1938-2",NA,NA
1938-02-04,NA,"1938","2","1938-2",NA,NA
1938-02-05,NA,"1938","2","1938-2",NA,NA
1938-02-06,NA,"1938","2","1938-2",NA,NA
1938-02-07,NA,"1938","2","1938-2",NA,NA
1938-02-08,NA,"1938","2","1938-2",NA,NA
1938-02-09,NA,"1938","2","1938-2",NA,NA
1938-02-10,NA,"1938","2","1938-2",NA,NA
1938-02-11,NA,"1938","2","1938-2",NA,NA
1938-02-12,NA,"1938","2","1938-2",NA,NA
1938-02-13,NA,"1938","2","1938-2",NA,NA
1938-02-14,NA,"1938","2","1938-2",NA,NA
1938-02-15,NA,"1938","2","1938-2",NA,NA
1938-02-16,NA,"1938","2","1938-2",NA,NA
1938-02-17,NA,"1938","2","1938-2",NA,NA
1938-02-18,NA,"1938","2","1938-2",NA,NA
1938-02-19,NA,"1938","2","1938-2",NA,NA
1938-02-20,NA,"1938","2","1938-2",NA,NA
1938-02-21,NA,"1938","2","1938-2",NA,NA
1938-02-22,NA,"1938","2","1938-2",NA,NA
1938-02-23,NA,"1938","2","1938-2",NA,NA
1938-02-24,NA,"1938","2","1938-2",NA,NA
1938-02-25,NA,"1938","2","1938-2",NA,NA
1938-02-26,NA,"1938","2","1938-2",NA,NA
1938-02-27,NA,"1938","2","1938-2",NA,NA
1938-02-28,NA,"1938","2","1938-2",NA,NA
1938-03-01,NA,"1938","3","1938-3",NA,NA
1938-03-02,NA,"1938","3","1938-3",NA,NA
1938-03-03,NA,"1938","3","1938-3",NA,NA
1938-03-04,NA,"1938","3","1938-3",NA,NA
1938-03-05,NA,"1938","3","1938-3",NA,NA
1938-03-06,NA,"1938","3","1938-3",NA,NA
1938-03-07,NA,"1938","3","1938-3",NA,NA
1938-03-08,NA,"1938","3","1938-3",NA,NA
1938-03-09,NA,"1938","3","1938-3",NA,NA
1938-03-10,NA,"1938","3","1938-3",NA,NA
1938-03-11,NA,"1938","3","1938-3",NA,NA
1938-03-12,NA,"1938","3","1938-3",NA,NA
1938-03-13,NA,"1938","3","1938-3",NA,NA
1938-03-14,NA,"1938","3","1938-3",NA,NA
1938-03-15,NA,"1938","3","1938-3",NA,NA
1938-03-16,NA,"1938","3","1938-3",NA,NA
1938-03-17,NA,"1938","3","1938-3",NA,NA
1938-03-18,NA,"1938","3","1938-3",NA,NA
1938-03-19,NA,"1938","3","1938-3",NA,NA
1938-03-20,NA,"1938","3","1938-3",NA,NA
1938-03-21,NA,"1938","3","1938-3",NA,NA
1938-03-22,NA,"1938","3","1938-3",NA,NA
1938-03-23,NA,"1938","3","1938-3",NA,NA
1938-03-24,NA,"1938","3","1938-3",NA,NA
1938-03-25,NA,"1938","3","1938-3",NA,NA
1938-03-26,NA,"1938","3","1938-3",NA,NA
1938-03-27,NA,"1938","3","1938-3",NA,NA
1938-03-28,NA,"1938","3","1938-3",NA,NA
1938-03-29,NA,"1938","3","1938-3",NA,NA
1938-03-30,NA,"1938","3","1938-3",NA,NA
1938-03-31,NA,"1938","3","1938-3",NA,NA
1938-04-01,NA,"1938","4","1938-4",NA,NA
1938-04-02,NA,"1938","4","1938-4",NA,NA
1938-04-03,NA,"1938","4","1938-4",NA,NA
1938-04-04,NA,"1938","4","1938-4",NA,NA
1938-04-05,NA,"1938","4","1938-4",NA,NA
1938-04-06,NA,"1938","4","1938-4",NA,NA
1938-04-07,NA,"1938","4","1938-4",NA,NA
1938-04-08,NA,"1938","4","1938-4",NA,NA
1938-04-09,NA,"1938","4","1938-4",NA,NA
1938-04-10,NA,"1938","4","1938-4",NA,NA
1938-04-11,NA,"1938","4","1938-4",NA,NA
1938-04-12,NA,"1938","4","1938-4",NA,NA
1938-04-13,NA,"1938","4","1938-4",NA,NA
1938-04-14,NA,"1938","4","1938-4",NA,NA
1938-04-15,NA,"1938","4","1938-4",NA,NA
1938-04-16,NA,"1938","4","1938-4",NA,NA
1938-04-17,NA,"1938","4","1938-4",NA,NA
1938-04-18,NA,"1938","4","1938-4",NA,NA
1938-04-19,NA,"1938","4","1938-4",NA,NA
1938-04-20,NA,"1938","4","1938-4",NA,NA
1938-04-21,NA,"1938","4","1938-4",NA,NA
1938-04-22,NA,"1938","4","1938-4",NA,NA
1938-04-23,NA,"1938","4","1938-4",NA,NA
1938-04-24,NA,"1938","4","1938-4",NA,NA
1938-04-25,NA,"1938","4","1938-4",NA,NA
1938-04-26,NA,"1938","4","1938-4",NA,NA
1938-04-27,NA,"1938","4","1938-4",NA,NA
1938-04-28,NA,"1938","4","1938-4",NA,NA
1938-04-29,NA,"1938","4","1938-4",NA,NA
1938-04-30,NA,"1938","4","1938-4",NA,NA
1938-05-01,NA,"1938","5","1938-5",NA,NA
1938-05-02,NA,"1938","5","1938-5",NA,NA
1938-05-03,NA,"1938","5","1938-5",NA,NA
1938-05-04,NA,"1938","5","1938-5",NA,NA
1938-05-05,NA,"1938","5","1938-5",NA,NA
1938-05-06,NA,"1938","5","1938-5",NA,NA
1938-05-07,NA,"1938","5","1938-5",NA,NA
1938-05-08,NA,"1938","5","1938-5",NA,NA
1938-05-09,NA,"1938","5","1938-5",NA,NA
1938-05-10,NA,"1938","5","1938-5",NA,NA
1938-05-11,NA,"1938","5","1938-5",NA,NA
1938-05-12,NA,"1938","5","1938-5",NA,NA
1938-05-13,NA,"1938","5","1938-5",NA,NA
1938-05-14,NA,"1938","5","1938-5",NA,NA
1938-05-15,NA,"1938","5","1938-5",NA,NA
1938-05-16,NA,"1938","5","1938-5",NA,NA
1938-05-17,NA,"1938","5","1938-5",NA,NA
1938-05-18,NA,"1938","5","1938-5",NA,NA
1938-05-19,NA,"1938","5","1938-5",NA,NA
1938-05-20,NA,"1938","5","1938-5",NA,NA
1938-05-21,NA,"1938","5","1938-5",NA,NA
1938-05-22,NA,"1938","5","1938-5",NA,NA
1938-05-23,NA,"1938","5","1938-5",NA,NA
1938-05-24,NA,"1938","5","1938-5",NA,NA
