"year_mon","storage","ResOpsUS","all_years","normalized"
"1927-2",34.0190714285714,79.9,1927,0.425770606114786
"1927-3",35.0275483870968,79.9,1927,0.438392345270297
"1927-4",37.5751333333333,79.9,1927,0.470277012932833
"1927-5",37.5133225806452,79.9,1927,0.469503411522468
"1927-6",42.0549333333333,79.9,1927,0.526344597413433
"1927-7",61.8909677419355,79.9,1927,0.774605353466026
"1927-8",55.0768387096774,79.9,1927,0.689322136541645
"1927-9",49.1896,79.9,1927,0.615639549436796
"1928-1",31.2082580645161,79.9,1928,0.390591465137874
"1928-10",44.0923870967742,79.9,1928,0.551844644515322
"1928-11",35.4881,79.9,1928,0.444156445556946
"1928-12",34.6726451612903,79.9,1928,0.433950502644435
"1928-2",33.181,79.9,1928,0.415281602002503
"1928-3",33.181,79.9,1928,0.415281602002503
"1928-4",34.5363333333333,79.9,1928,0.432244472256988
"1928-5",40.7703225806452,79.9,1928,0.510266865840365
"1928-6",47.7336,79.9,1928,0.597416770963705
"1928-7",61.7757419354839,79.9,1928,0.773163228228834
"1928-8",54.3697419354839,79.9,1928,0.68047236464936
"1928-9",47.0174,79.9,1928,0.588453066332916
"1929-1",34.755,79.9,1929,0.434981226533166
"1929-10",14.8595483870968,79.9,1929,0.185976825871048
"1929-11",14.8165333333333,79.9,1929,0.185438464747601
"1929-12",17.2164516129032,79.9,1929,0.215474988897412
"1929-2",35.71075,79.9,1929,0.446943053817272
"1929-3",36.6497419354839,79.9,1929,0.458695143122451
"1929-4",37.4571666666667,79.9,1929,0.468800584063413
"1929-5",45.3626451612903,79.9,1929,0.56774274294481
"1929-6",56.3457333333333,79.9,1929,0.705203170629954
"1929-7",59.3776774193548,79.9,1929,0.74314990512334
"1929-8",43.3599677419355,79.9,1929,0.542677944204449
"1929-9",21.1381333333333,79.9,1929,0.26455736337088
"1930-1",21.2843225806452,79.9,1930,0.2663870160281
"1930-10",23.3854193548387,79.9,1930,0.292683596431023
"1930-11",25.9637666666667,79.9,1930,0.324953274926992
"1930-12",27.136,79.9,1930,0.339624530663329
"1930-2",25.307,79.9,1930,0.316733416770964
"1930-3",29.3661612903226,79.9,1930,0.367536436674876
"1930-4",29.726,79.9,1930,0.372040050062578
"1930-5",46.7913225806452,79.9,1930,0.585623561710202
"1930-6",63.5176666666667,79.9,1930,0.794964539007092
"1930-7",62.7667096774194,79.9,1930,0.785565828253058
"1930-8",43.1236451612903,79.9,1930,0.53972021478461
"1930-9",22.6007,79.9,1930,0.282862327909887
"1931-1",27.7623548387097,79.9,1931,0.347463765190359
"1931-10",6.33409677419355,79.9,1931,0.0792753038071783
"1931-11",7.51133333333333,79.9,1931,0.0940091781393408
"1931-12",8.65906451612903,79.9,1931,0.108373773668699
"1931-2",28.8266428571429,79.9,1931,0.360784015733953
"1931-3",29.975064516129,79.9,1931,0.375157253017885
"1931-4",31.8845,79.9,1931,0.399055068836045
"1931-5",36.8706774193548,79.9,1931,0.461460293108321
"1931-6",63.267,79.9,1931,0.791827284105131
"1931-7",53.7131935483871,79.9,1931,0.672255238402842
"1931-8",24.7693870967742,79.9,1931,0.310004844765634
"1931-9",4.52713333333333,79.9,1931,0.056659991656237
"1932-1",9.79867741935484,79.9,1932,0.122636763696556
"1932-10",7.01209677419355,79.9,1932,0.0877609108159393
"1932-11",7.76423333333333,79.9,1932,0.097174384647476
"1932-12",8.52061290322581,79.9,1932,0.106640962493439
"1932-2",10.964724137931,79.9,1932,0.13723058996159
"1932-3",12.1137419354839,79.9,1932,0.151611288303928
"1932-4",18.4934666666667,79.9,1932,0.231457655402587
"1932-5",27.0849677419355,79.9,1932,0.338985829060519
"1932-6",60.3637,79.9,1932,0.755490613266583
"1932-7",63.6907096774194,79.9,1932,0.79713028382252
"1932-8",36.9797096774194,79.9,1932,0.462824902095361
"1932-9",11.3365,79.9,1932,0.141883604505632
"1933-1",9.33229032258065,79.9,1933,0.116799628567968
"1933-10",13.8372903225806,79.9,1933,0.173182607291372
"1933-11",24.9299,79.9,1933,0.312013767209011
"1933-12",25.04,79.9,1933,0.313391739674593
"1933-2",10.1161071428571,79.9,1933,0.126609601287323
"1933-3",10.8627096774194,79.9,1933,0.135953813234285
"1933-4",11.6229666666667,79.9,1933,0.145468919482687
"1933-5",15.268064516129,79.9,1933,0.191089668537284
"1933-6",30.7793666666667,79.9,1933,0.385223612849395
"1933-7",63.7447419354839,79.9,1933,0.797806532358997
"1933-8",44.5388387096774,79.9,1933,0.557432274213735
"1933-9",16.6697,79.9,1933,0.208632040050063
"1934-1",24.9754193548387,79.9,1934,0.312583471274577
"1934-10",2.19003225806452,79.9,1934,0.0274096653074407
"1934-11",16.6831,79.9,1934,0.208799749687109
"1934-12",26.2233225806452,79.9,1934,0.328201784488675
"1934-2",24.916,79.9,1934,0.311839799749687
"1934-3",24.916,79.9,1934,0.311839799749687
"1934-4",31.0255666666667,79.9,1934,0.388304964539007
"1934-5",62.7472258064516,79.9,1934,0.785321975049457
"1934-6",65.3534,79.9,1934,0.817939924906133
"1934-7",56.6,79.9,1934,0.708385481852315
"1934-8",21.0917741935484,79.9,1934,0.263977148855424
"1934-9",3.25996666666667,79.9,1934,0.0408005840634126
"1935-1",27.7715161290323,79.9,1935,0.347578424643708
"1935-10",3.02332258064516,79.9,1935,0.0378388307965602
"1935-11",5.1566,79.9,1935,0.0645381727158949
"1935-12",6.41935483870968,79.9,1935,0.0803423634381687
"1935-2",27.8078571428571,79.9,1935,0.348033255855534
"1935-3",26.2146451612903,79.9,1935,0.32809318099237
"1935-4",19.961,79.9,1935,0.24982478097622
"1935-5",24.7343548387097,79.9,1935,0.309566393475716
"1935-6",49.7144,79.9,1935,0.622207759699624
"1935-7",60.9236451612903,79.9,1935,0.762498687875974
"1935-8",32.4648709677419,79.9,1935,0.406318785578748
"1935-9",6.15823333333333,79.9,1935,0.0770742594910304
"1936-1",7.70790322580645,79.9,1936,0.0964693770438855
"1936-10",0,79.9,1936,0
"1936-11",0.0555333333333333,79.9,1936,0.000695035460992908
"1936-12",0.556677419354839,79.9,1936,0.00696717671282652
"1936-2",8.46306896551724,79.9,1936,0.105920763022744
"1936-3",9.18341935483871,79.9,1936,0.114936412451048
"1936-4",23.7666,79.9,1936,0.297454317897372
"1936-5",52.3496451612903,79.9,1936,0.655189551455448
"1936-6",71.4508666666667,79.9,1936,0.894253650396329
"1936-7",50.6868709677419,79.9,1936,0.634378860672615
"1936-8",8.81677419354839,79.9,1936,0.110347611934273
"1936-9",0.625166666666667,79.9,1936,0.00782436378806842
"1937-1",0.927322580645161,79.9,1937,0.0116060398078243
"1937-10",1.14487096774194,79.9,1937,0.0143287980943922
"1937-11",1.87713333333333,79.9,1937,0.0234935335836462
"1937-12",3.23064516129032,79.9,1937,0.0404336065242844
"1937-2",1.50975,79.9,1937,0.0188954943679599
"1937-3",2.26977419354839,79.9,1937,0.02840768702814
"1937-4",4.40293333333333,79.9,1937,0.0551055486024197
"1937-5",13.5597096774194,79.9,1937,0.169708506600993
"1937-6",34.9534333333333,79.9,1937,0.437464747601168
"1937-7",48.275,79.9,1937,0.604192740926158
"1937-8",30.8581612903226,79.9,1937,0.386209778351972
"1937-9",2.75033333333333,79.9,1937,0.0344221944096788
"1938-1",8.26374193548387,79.9,1938,0.103426056764504
"1938-10",2.92564516129032,79.9,1938,0.0366163349347975
"1938-11",2.84983333333333,79.9,1938,0.0356675010429704
"1938-12",3.19412903225806,79.9,1938,0.0399765836327668
"1938-2",11.8414642857143,79.9,1938,0.148203558018952
"1938-3",13.719935483871,79.9,1938,0.171713835843191
"1938-4",22.2229666666667,79.9,1938,0.27813475177305
"1938-5",42.5954838709677,79.9,1938,0.533109935806855
"1938-6",69.4153,79.9,1938,0.868777221526909
"1938-7",70.9590322580645,79.9,1938,0.888098025758004
"1938-8",37.1358064516129,79.9,1938,0.464778553837458
"1938-9",4.19206666666667,79.9,1938,0.0524664163537755
"1939-1",3.78277419354839,79.9,1939,0.047343857240906
"1939-10",9.06854838709677,79.9,1939,0.113498728249021
"1939-11",4.27743333333333,79.9,1939,0.05353483521068
"1939-12",6.6771935483871,79.9,1939,0.0835693810811902
"1939-2",4.87357142857143,79.9,1939,0.0609958877167888
"1939-3",7.12664516129032,79.9,1939,0.0891945577132706
"1939-4",13.4063333333333,79.9,1939,0.167788902795161
"1939-5",33.468064516129,79.9,1939,0.418874399450927
"1939-6",56.5332333333333,79.9,1939,0.707549853984147
"1939-7",47.4477741935484,79.9,1939,0.593839476765311
"1939-8",11.260935483871,79.9,1939,0.140937865880738
"1939-9",4.97916666666667,79.9,1939,0.0623174801835628
"1940-1",11.000064516129,79.9,1940,0.13767289757358
"1940-10",14.8779032258065,79.9,1940,0.186206548508216
"1940-11",8.88373333333333,79.9,1940,0.111185648727576
"1940-12",10.0879032258065,79.9,1940,0.126256611086439
"1940-2",12.8988275862069,79.9,1940,0.161437141254154
"1940-3",15.2743548387097,79.9,1940,0.191168395978845
"1940-4",20.8217666666667,79.9,1940,0.26059783062161
"1940-5",36.9755483870968,79.9,1940,0.462772820864791
"1940-6",59.2103,79.9,1940,0.741055068836045
"1940-7",38.9587741935484,79.9,1940,0.48759417013202
"1940-8",6.93045161290323,79.9,1940,0.0867390689975372
"1940-9",6.3168,79.9,1940,0.0790588235294118
"1941-1",13.0273870967742,79.9,1941,0.163046146392668
"1941-10",14.9098387096774,79.9,1941,0.186606241673059
"1941-11",23.1637333333333,79.9,1941,0.289909052982895
"1941-12",35.730064516129,79.9,1941,0.447184787435908
"1941-2",14.9079285714286,79.9,1941,0.186582335061684
"1941-3",16.6622258064516,79.9,1941,0.20853849570027
"1941-4",21.2545666666667,79.9,1941,0.266014601585315
"1941-5",25.5955483870968,79.9,1941,0.320344785820986
"1941-6",44.3827333333333,79.9,1941,0.555478514810179
"1941-7",33.491935483871,79.9,1941,0.419173159998385
"1941-8",4.34945161290323,79.9,1941,0.0544361903992894
"1941-9",3.63116666666667,79.9,1941,0.0454463913224864
"1942-1",42.5389032258065,79.9,1942,0.532401792563285
"1942-10",141.847483870968,337.7,1942,0.420039928548912
"1942-11",134.770566666667,337.7,1942,0.399083703484355
"1942-12",142.103368663594,337.7,1942,0.420797656688168
"1942-2",45.0025,79.9,1942,0.563235294117647
"1942-3",46.9027419354839,79.9,1942,0.587018046751988
"1942-4",151.593966666667,337.7,1942,0.448901293060902
"1942-5",187.867548387097,337.7,1942,0.556314919713049
"1942-6",228.3586,337.7,1942,0.676217352679893
"1942-7",220.595741935484,337.7,1942,0.653229913933917
"1942-8",197.318290322581,337.7,1942,0.5843005339727
"1942-9",161.7777,337.7,1942,0.479057447438555
"1943-1",146.976820276498,337.7,1943,0.435228961434698
"1943-10",132.2127,337.7,1943,0.391509327805745
"1943-11",137.308580952381,337.7,1943,0.406599292130237
"1943-12",140.714534562212,337.7,1943,0.416685029796304
"1943-2",150.584875,337.7,1943,0.445913162570329
"1943-3",152.668423963134,337.7,1943,0.452082984788669
"1943-4",199.883933333333,337.7,1943,0.591897937024973
"1943-5",205.263413978495,337.7,1943,0.607827699077568
"1943-6",196.044222222222,337.7,1943,0.580527753101043
"1943-7",200.213493548387,337.7,1943,0.592873833427264
"1943-8",189.627786021505,337.7,1943,0.561527349782367
"1943-9",149.505404444444,337.7,1943,0.442716625538775
"1944-1",142.063661290323,337.7,1944,0.42068007488991
"1944-10",137.945709677419,337.7,1944,0.408485962918032
"1944-11",143.499066666667,337.7,1944,0.424930609021814
"1944-12",148.221241935484,337.7,1944,0.438913953021865
"1944-2",144.080672413793,337.7,1944,0.426652864713631
"1944-3",146.765322580645,337.7,1944,0.434602672729183
"1944-4",149.480816666667,337.7,1944,0.442643816010265
"1944-5",142.564370967742,337.7,1944,0.422162780478952
"1944-6",164.855333333333,337.7,1944,0.488170960418517
"1944-7",164.009569124424,337.7,1944,0.485666476530719
"1944-8",133.895850230415,337.7,1944,0.396493486024325
"1944-9",131.971283333333,337.7,1944,0.390794442799329
"1945-1",150.429032258065,337.7,1945,0.445451679769217
"1945-10",125.463403225806,337.7,1945,0.371523255036442
"1945-11",132.249916666667,337.7,1945,0.391619534103247
"1945-12",138.49085483871,337.7,1945,0.41010025122508
"1945-2",154.044714285714,337.7,1945,0.456158466940226
"1945-3",161.742016129032,337.7,1945,0.478951780068203
"1945-4",164.3723,337.7,1945,0.486740598164051
"1945-5",165.28364516129,337.7,1945,0.489439280904028
"1945-6",198.6079,337.7,1945,0.588119336689369
"1945-7",201.32985483871,337.7,1945,0.596179611604115
"1945-8",169.582403225806,337.7,1945,0.502168798418142
"1945-9",134.304766666667,337.7,1945,0.397704372717402
"1946-1",142.04135483871,337.7,1946,0.420614020843085
"1946-10",136.317387096774,337.7,1946,0.403664160784051
"1946-11",146.631083333333,337.7,1946,0.434205162372915
"1946-12",152.199903225806,337.7,1946,0.450695597352107
"1946-2",143.835732142857,337.7,1946,0.425927545581454
"1946-3",156.720806451613,337.7,1946,0.464082932933411
"1946-4",156.714433333333,337.7,1946,0.464064060803474
"1946-5",155.017596774194,337.7,1946,0.459039374516416
"1946-6",193.8514,337.7,1946,0.574034350014806
"1946-7",208.470516129032,337.7,1946,0.617324596177176
"1946-8",180.282483870968,337.7,1946,0.533853964675652
"1946-9",142.53125,337.7,1946,0.422064702398579
"1947-1",155.268887096774,337.7,1947,0.459783497473421
"1947-10",134.863451612903,337.7,1947,0.399358755146293
"1947-11",149.366266666667,337.7,1947,0.442304609614056
"1947-12",154.782193548387,337.7,1947,0.458342296560222
"1947-2",158.119057142857,337.7,1947,0.468223444308135
"1947-3",161.430093548387,337.7,1947,0.478028112373074
"1947-4",176.560016666667,337.7,1947,0.522830964366795
"1947-5",193.274591397849,337.7,1947,0.572326299667899
"1947-6",194.179172222222,337.7,1947,0.575004951798111
"1947-7",198.366822580645,337.7,1947,0.587405456264866
"1947-8",170.939209677419,337.7,1947,0.506186584771748
"1947-9",134.71225,337.7,1947,0.398911015694403
"1948-1",158.68630875576,337.7,1948,0.469903194420374
"1948-10",113.994008064516,337.7,1948,0.337559988346213
"1948-11",113.652941666667,337.7,1948,0.336550019741388
"1948-12",117.646419354839,337.7,1948,0.348375538510035
"1948-2",161.175748768473,337.7,1948,0.477274944532049
"1948-3",163.507023041475,337.7,1948,0.484178332962614
"1948-4",186.2745,337.7,1948,0.551597571809298
"1948-5",173.319887096774,337.7,1948,0.513236266203062
"1948-6",179.903483333333,337.7,1948,0.532731665186063
"1948-7",185.512,337.7,1948,0.549339650577436
"1948-8",170.463,337.7,1948,0.504776428782943
"1948-9",132.652416666667,337.7,1948,0.392811420392854
"1949-1",119.741709677419,337.7,1949,0.354580129337931
"1949-10",140.275919354839,337.7,1949,0.415386198859457
"1949-11",147.692683333333,337.7,1949,0.437348780969302
"1949-12",158.873774193548,337.7,1949,0.470458318606895
"1949-2",122.263535714286,337.7,1949,0.362047781209019
"1949-3",127.263274193548,337.7,1949,0.376853047656347
"1949-4",144.809477777778,337.7,1949,0.428811009113941
"1949-5",160.293553763441,337.7,1949,0.474662581473026
"1949-6",191.774083333333,337.7,1949,0.567882982923699
"1949-7",197.593596774194,337.7,1949,0.585115773687277
"1949-8",168.562967741935,337.7,1949,0.499150037731523
"1949-9",137.3088,337.7,1949,0.406599940775836
"1950-1",164.46514516129,337.7,1950,0.487015532014481
"1950-10",146.570903225806,337.7,1950,0.434026956546658
"1950-11",137.2387,337.7,1950,0.406392360082914
"1950-12",142.907419354839,337.7,1950,0.423178618166534
"1950-2",168.102964285714,337.7,1950,0.497787871737383
"1950-3",174.769193548387,337.7,1950,0.517527964312665
"1950-4",187.016483333333,337.7,1950,0.553794738920146
"1950-5",198.486387096774,337.7,1950,0.58775951168722
"1950-6",195.983383333333,337.7,1950,0.580347596486033
"1950-7",211.641193548387,337.7,1950,0.626713632065108
"1950-8",201.524306451613,337.7,1950,0.596755423309484
"1950-9",171.251783333333,337.7,1950,0.507112180436285
"1951-1",150.875693548387,337.7,1951,0.446774336832653
"1951-10",136.569483870968,337.7,1951,0.404410671812164
"1951-11",136.607616666667,337.7,1951,0.404523590958444
"1951-12",142.464580645161,337.7,1951,0.421867280560146
"1951-2",156.702339285714,337.7,1951,0.464028247810821
"1951-3",165.009225806452,337.7,1951,0.488626668067668
"1951-4",194.8997,337.7,1951,0.577138584542493
"1951-5",189.493870967742,337.7,1951,0.561130799430684
"1951-6",194.366183333333,337.7,1951,0.575558730628763
"1951-7",202.568709677419,337.7,1951,0.599848118677582
"1951-8",191.897322580645,337.7,1951,0.568247919990066
"1951-9",163.18125,337.7,1951,0.483213651169677
"1952-1",147.287709677419,337.7,1952,0.436149569669586
"1952-10",120.942435483871,337.7,1952,0.358135728409449
"1952-11",118.589116666667,337.7,1952,0.351167061494423
"1952-12",121.226322580645,337.7,1952,0.358976377200607
"1952-2",150.75274137931,337.7,1952,0.446410249864703
"1952-3",152.787112903226,337.7,1952,0.452434447448107
"1952-4",197.726666666667,337.7,1952,0.58550982134044
"1952-5",222.464225806452,337.7,1952,0.658762883643623
"1952-6",208.11795,337.7,1952,0.616280574474385
"1952-7",203.632241935484,337.7,1952,0.602997459092342
"1952-8",178.958790322581,337.7,1952,0.529934232521708
"1952-9",144.42035,337.7,1952,0.427658720758069
"1953-1",128.286741935484,337.7,1953,0.379883748698501
"1953-10",124.740032258065,337.7,1953,0.369381203014701
"1953-11",127.191983333333,337.7,1953,0.376641940578423
"1953-12",133.824725806452,337.7,1953,0.396282871798791
"1953-2",135.266982142857,337.7,1953,0.400553693049621
"1953-3",143.074209677419,337.7,1953,0.423672519032927
"1953-4",159.5671,337.7,1953,0.472511400651466
"1953-5",168.771306451613,337.7,1953,0.499766972021359
"1953-6",186.630516666667,337.7,1953,0.552651811272332
"1953-7",201.327241935484,337.7,1953,0.596171874253728
"1953-8",186.934903225806,337.7,1953,0.553553163238989
"1953-9",149.124266666667,337.7,1953,0.441587997236206
"1954-1",137.357387096774,337.7,1954,0.406743817283903
"1954-10",134.265096774194,337.7,1954,0.397586901907591
"1954-11",129.937233333333,337.7,1954,0.384771197315171
"1954-12",137.546241935484,337.7,1954,0.407303055775789
"1954-2",140.994875,337.7,1954,0.417515176191886
"1954-3",146.037774193548,337.7,1954,0.432448250499107
"1954-4",145.726283333333,337.7,1954,0.431525861218044
"1954-5",148.553790322581,337.7,1954,0.439898698023632
"1954-6",177.137383333333,337.7,1954,0.524540667258908
"1954-7",196.880048387097,337.7,1954,0.583002808371622
"1954-8",189.651467741935,337.7,1954,0.561597476286454
"1954-9",159.492316666667,337.7,1954,0.4722899516336
"1955-1",140.411322580645,337.7,1955,0.415787155998357
"1955-10",117.666550691244,337.7,1955,0.348435151587931
"1955-11",116.863347619048,337.7,1955,0.346056700086016
"1955-12",124.787177419355,337.7,1955,0.369520809651628
"1955-2",142.449785714286,337.7,1955,0.421823469689919
"1955-3",146.08135483871,337.7,1955,0.43257730186174
"1955-4",155.871355555556,337.7,1955,0.461567531997499
"1955-5",162.596639784946,337.7,1955,0.481482498622879
"1955-6",177.974966666667,337.7,1955,0.527020925871089
"1955-7",191.419338709677,337.7,1955,0.566832510244825
"1955-8",177.712693548387,337.7,1955,0.526244280569698
"1955-9",137.712966666667,337.7,1955,0.407796762412398
"1956-1",133.330241935484,337.7,1956,0.394818602118697
"1956-10",138.119887096774,337.7,1956,0.409001738515766
"1956-11",138.869116666667,337.7,1956,0.411220363241536
"1956-12",142.950225806452,337.7,1956,0.423305376980905
"1956-2",131.341747126437,337.7,1956,0.388930255038308
"1956-3",133.285247311828,337.7,1956,0.394685363671389
"1956-4",153.328022222222,337.7,1956,0.454036192544336
"1956-5",158.281693548387,337.7,1956,0.468705044561407
"1956-6",172.924247619048,337.7,1956,0.512064695348083
"1956-7",195.030841013825,337.7,1956,0.577526920384438
"1956-8",194.500116129032,337.7,1956,0.575955333518011
"1956-9",160.560963333333,337.7,1956,0.475454436876912
"1957-1",144.72025483871,337.7,1957,0.428546801417559
"1957-10",139.499483870968,337.7,1957,0.413087011758862
"1957-11",147.8215,337.7,1957,0.437730233935446
"1957-12",152.488193548387,337.7,1957,0.45154928501151
"1957-2",145.374932142857,337.7,1957,0.430485437201235
"1957-3",150.710612903226,337.7,1957,0.446285498677009
"1957-4",159.872866666667,337.7,1957,0.47341683940381
"1957-5",173.688064516129,337.7,1957,0.514326516186346
"1957-6",199.934033333333,337.7,1957,0.592046293554437
"1957-7",193.79485483871,337.7,1957,0.573866908021053
"1957-8",166.451177419355,337.7,1957,0.492896586968774
"1957-9",142.819066666667,337.7,1957,0.422916987464219
"1958-1",153.612306451613,337.7,1958,0.454878017327844
"1958-10",127.667903225806,337.7,1958,0.378051238453676
"1958-11",134.873333333333,337.7,1958,0.399388016977593
"1958-12",142.268661290323,337.7,1958,0.421287122565361
"1958-2",155.689625,337.7,1958,0.461029389991116
"1958-3",162.313564516129,337.7,1958,0.480644253823302
"1958-4",167.19175,337.7,1958,0.495089576547231
"1958-5",184.061935483871,337.7,1958,0.545045707680992
"1958-6",204.591516666667,337.7,1958,0.60583807126641
"1958-7",194.81135483871,337.7,1958,0.576876976128841
"1958-8",158.713693548387,337.7,1958,0.469984286492114
"1958-9",131.684783333333,337.7,1958,0.389946056657783
"1959-1",148.999322580645,337.7,1959,0.441218011787519
"1959-10",113.4445,337.7,1959,0.335932780574474
"1959-11",113.614033333333,337.7,1959,0.336434804066726
"1959-12",120.900129032258,337.7,1959,0.358010450199165
"1959-2",151.795446428571,337.7,1959,0.449497916578535
"1959-3",162.773629032258,337.7,1959,0.48200660062854
"1959-4",154.244333333333,337.7,1959,0.456749580495509
"1959-5",140.55685483871,337.7,1959,0.416218107310363
"1959-6",148.62125,337.7,1959,0.44009846017175
