"year_mon","storage","ResOpsUS","all_years","normalized"
"1900-10",NA,NA,1900,NA
"1900-11",NA,NA,1900,NA
"1900-12",NA,NA,1900,NA
"1900-6",NA,NA,1900,NA
"1900-7",NA,NA,1900,NA
"1900-8",NA,NA,1900,NA
"1900-9",NA,NA,1900,NA
"1901-1",NA,NA,1901,NA
"1901-10",NA,NA,1901,NA
"1901-11",NA,NA,1901,NA
"1901-12",NA,NA,1901,NA
"1901-2",NA,NA,1901,NA
"1901-3",NA,NA,1901,NA
"1901-4",NA,NA,1901,NA
"1901-5",NA,NA,1901,NA
"1901-6",NA,NA,1901,NA
"1901-7",NA,NA,1901,NA
"1901-8",NA,NA,1901,NA
"1901-9",NA,NA,1901,NA
"1902-1",NA,NA,1902,NA
"1902-10",NA,NA,1902,NA
"1902-11",NA,NA,1902,NA
"1902-12",NA,NA,1902,NA
"1902-2",NA,NA,1902,NA
"1902-3",NA,NA,1902,NA
"1902-4",NA,NA,1902,NA
"1902-5",NA,NA,1902,NA
"1902-6",NA,NA,1902,NA
"1902-7",NA,NA,1902,NA
"1902-8",NA,NA,1902,NA
"1902-9",NA,NA,1902,NA
"1903-1",NA,NA,1903,NA
"1903-10",NA,NA,1903,NA
"1903-11",NA,NA,1903,NA
"1903-12",NA,NA,1903,NA
"1903-2",NA,NA,1903,NA
"1903-3",NA,NA,1903,NA
"1903-4",NA,NA,1903,NA
"1903-5",NA,NA,1903,NA
"1903-6",NA,NA,1903,NA
"1903-7",NA,NA,1903,NA
"1903-8",NA,NA,1903,NA
"1903-9",NA,NA,1903,NA
"1904-1",NA,NA,1904,NA
"1904-10",NA,NA,1904,NA
"1904-11",NA,NA,1904,NA
"1904-12",NA,NA,1904,NA
"1904-2",NA,NA,1904,NA
"1904-3",NA,NA,1904,NA
"1904-4",NA,NA,1904,NA
"1904-5",NA,NA,1904,NA
"1904-6",NA,NA,1904,NA
"1904-7",NA,NA,1904,NA
"1904-8",NA,NA,1904,NA
"1904-9",NA,NA,1904,NA
"1905-1",NA,NA,1905,NA
"1905-10",NA,NA,1905,NA
"1905-11",NA,NA,1905,NA
"1905-12",NA,NA,1905,NA
"1905-2",NA,NA,1905,NA
"1905-3",NA,NA,1905,NA
"1905-4",NA,NA,1905,NA
"1905-5",NA,NA,1905,NA
"1905-6",NA,NA,1905,NA
"1905-7",NA,NA,1905,NA
"1905-8",NA,NA,1905,NA
"1905-9",NA,NA,1905,NA
"1906-1",NA,NA,1906,NA
"1906-10",NA,NA,1906,NA
"1906-11",NA,NA,1906,NA
"1906-12",NA,NA,1906,NA
"1906-2",NA,NA,1906,NA
"1906-3",NA,NA,1906,NA
"1906-4",NA,NA,1906,NA
"1906-5",NA,NA,1906,NA
