"year_mon","storage","ResOpsUS","all_years","normalized"
"1933-10",53.0317096774194,552.8,1933,0.0959329046263013
"1933-11",55.5477666666667,552.8,1933,0.100484382537385
"1933-12",54.0422580645161,552.8,1933,0.0977609588721348
"1933-7",65.1476129032258,552.8,1933,0.117850240418281
"1933-8",61.6780322580645,552.8,1933,0.111573864432099
"1933-9",59.8855,552.8,1933,0.108331222865412
"1934-1",54.7106129032258,552.8,1934,0.0989699943980206
"1934-10",81.595962228739,1392,1934,0.0586177889574275
"1934-11",79.3611172727273,1392,1934,0.0570122968913271
"1934-12",76.6828948973607,1392,1934,0.0550882865641959
"1934-2",54.2642142857143,582.771428571428,1934,0.0931140608913076
"1934-3",65.8422903225806,1392,1934,0.0473004959213941
"1934-4",98.9334333333333,1392,1934,0.0710728687739463
"1934-5",114.381096774194,1392,1934,0.0821703281423804
"1934-6",107.810516666667,1392,1934,0.0774500838122605
"1934-7",91.6217279765396,1392,1934,0.065820206879698
"1934-8",90.7726747214076,1392,1934,0.0652102548285974
"1934-9",87.6082303030303,1392,1934,0.0629369470567746
"1935-1",71.7340351906158,1392,1935,0.0515330712576263
"1935-10",366.494967741935,1392,1935,0.263286614757138
"1935-11",351.003266666667,1392,1935,0.252157519157088
"1935-12",345.700451612903,1392,1935,0.248348025583982
"1935-2",69.3490533766234,1392,1935,0.0498197222533214
"1935-3",66.8768204105572,1392,1935,0.0480436928236761
"1935-4",79.2425333333333,1392,1935,0.0569271072796935
"1935-5",239.418129032258,1392,1935,0.17199578235076
"1935-6",379.726666666667,1392,1935,0.27279214559387
"1935-7",372.423612903226,1392,1935,0.267545698924731
"1935-8",348.072161290323,1392,1935,0.250051840007416
"1935-9",376.994783333333,1392,1935,0.270829585727969
"1936-1",337.607387096774,1392,1936,0.242534042454579
"1936-10",409.081838709677,1392,1936,0.293880631256952
"1936-11",380.031416666667,1392,1936,0.273011075191571
"1936-12",361.950709677419,1392,1936,0.26002206154987
"1936-2",325.788034482759,1392,1936,0.234043128220373
"1936-3",324.242451612903,1392,1936,0.232932795698925
"1936-4",322.139833333333,1392,1936,0.231422294061303
"1936-5",337.289387096774,1392,1936,0.242305594178717
"1936-6",359.004683333333,1392,1936,0.257905663314176
"1936-7",372.809483870968,1392,1936,0.267822905079718
"1936-8",357.884451612903,1392,1936,0.257100899147201
"1936-9",387.3253,1392,1936,0.278250933908046
"1937-1",354.77235483871,1392,1937,0.254865197441602
"1937-10",517.877516129032,2603.3,1937,0.198931170487087
"1937-11",536.87835,2603.3,1937,0.206229919717282
"1937-12",591.473225806452,2603.3,1937,0.227201331312738
"1937-2",345.680089285714,1392,1937,0.248333397475369
"1937-3",342.485548387097,1392,1937,0.246038468668891
"1937-4",340.804816666667,1392,1937,0.244831046455939
"1937-5",334.146096774193,1392,1937,0.240047483314794
