"all_years","value","ResOpsUS","storage_cap_GRanD","ff","SPI"
1954,4210.21163406558,20364.5,23736.6,0.20674269606745,-0.74634222
1955,4350.06044556044,20453.6,23889.2,0.212679452299861,-0.316816208
1956,4711.5264863388,20453.6,24202.2,0.230351942266339,-1.120827445
1957,5605.84497580912,20581.3,24370.4,0.272375650508429,0.047559768
1958,6303.90249662479,20581.3,24499.9,0.306292726728865,0.459496328
1959,5804.46646128438,20692.6,24611.2,0.280509286473637,0.074534362
1960,6078.6332412283,22827.6,26692.5,0.266284376860831,0.095500067
1961,6423.95933095083,22827.6,26812.1,0.281411945668876,0.531233861
1962,6257.40107307197,28153.3,32187.4,0.222261726798349,-0.288299131
1963,6289.42327178946,29078.9,33180.1,0.21628821144505,-0.525455537
1964,5517.16718851722,30199.3,34515.6,0.182691889829142,-0.421718636
1965,7640.12138976058,38563.2,42722.8,0.198119486706512,-0.062092163
1966,9813.1400347373,47549.7,53014.7,0.206376486807221,0.198286923
1967,10500.5231225726,47549.7,53175.4,0.220832584066201,-0.702341432
1968,15393.2221147541,51071.3,56767.3,0.30140650648709,0.555636377
1969,18198.1351706487,51071.3,58020.2,0.356328019272052,0.125173341
1970,18071.547360274,51071.3,58020.2,0.353849370591193,0.04963606
1971,17758.9631383562,51071.3,58020.2,0.347728824963456,-0.674858104
1972,19990.0906994536,51368.1,58057.2,0.389153788040701,0.089436913
1973,21410.836610659,52240.1,58929.2,0.409854433867067,0.707964318
1974,21853.8160120041,52465,59315.7,0.416540856037437,-0.009718315
1975,23084.8165027397,52465,59342.8,0.440004126612784,0.614671233
1976,21284.1428032787,52626.6,59354.9,0.404436972999941,-0.118423212
1977,21536.1088952274,53766.1,59860.7,0.400551814158502,0.114448846
1978,19904.164724116,54454.2,60548.8,0.365521203582387,-0.415868438
1979,21940.7399194622,55747.5,62534.2,0.3935735220317,0.569757668
1980,21800.4372834113,56711.1,63081.2,0.384412174749058,-0.300653585
1981,21120.5312186391,56829.8,65078.5,0.371645355405775,0.241987853
1982,23679.7669923731,56829.8,65165.9,0.416678696605885,-0.030718994
1983,23187.3604896006,57273.7,65698.8,0.404851799160882,0.123218891
1984,21743.1527073983,58609.6,65698.8,0.370982786222706,-0.394248242
1985,22762.0988281487,58609.6,65709.3,0.388368097174332,0.493501175
1986,24283.2902544526,59610.6,68884.8,0.407365305070786,0.102658781
1987,25447.0998817865,61993.6,70367.443,0.410479466941531,0.76537148
1988,24037.9909680565,62046,70367.443,0.387422089547376,-0.20106658
1989,24155.7289799139,62046,71289.643,0.389319681847562,0.049085388
1990,25730.699691856,62046,71289.643,0.414703602034877,0.004188316
1991,26087.6253006542,62046,71378.543,0.420456198637368,0.532653737
1992,28291.975230255,62046,71378.543,0.455983870519533,0.964459913
1993,26120.2745585603,62046,71378.543,0.420982409157082,0.221198918
1994,24937.7749236934,62292,71815.843,0.400336719381195,-0.033789125
1995,26494.0844417379,62292,71815.843,0.425320818752616,0.343079023
1996,21703.6228408856,63011.9,71815.843,0.344436889553967,-0.563554167
1997,26270.6490274519,63852.9,71815.843,0.411424524609718,0.54837923
1998,25755.7592944552,63981.5,71815.843,0.402550101114466,-0.221249641
1999,25869.6878733364,65359.5,71815.843,0.395806085929916,0.344705584
2000,22551.5399898276,67764.343,71815.843,0.332793604887863,-0.598622485
2001,27602.6148933539,67764.343,71815.843,0.407332435781956,0.304673938
2002,27844.9806413924,67764.343,71815.843,0.410909032813797,0.138803459
2003,28467.7688074079,67764.343,71815.843,0.42009953239579,0.133190828
2004,28085.4102730286,67764.343,71815.843,0.414457058530452,0.47144161
2005,28925.1559989262,67764.343,71815.843,0.426849205915362,0.224266761
2006,24411.2075952871,67764.343,71815.843,0.360236763385828,-0.551309382
2007,27445.5605325602,67789.243,71815.843,0.404866012924207,0.846343454
2008,28673.4028791464,67789.243,71815.843,0.422978655760271,-0.371574967
2009,25848.250398856,67789.243,71815.843,0.381303127973504,-0.356042784
2010,27803.2504005205,67789.243,71815.843,0.410142511851335,0.452578061
2011,23785.9892978904,67789.243,71815.843,0.350881470942085,-1.322284233
2012,23073.9027246995,67789.243,71815.843,0.340377052517012,0.264297419
2013,22830.6867622466,67789.243,71815.843,0.336789227197102,NA
2014,22437.8702169517,67789.243,71815.843,0.330994553471437,NA
2015,25567.3768694044,67789.243,71815.843,0.377159793175511,NA
2016,29751.842303539,67789.243,71815.843,0.438887366001992,NA
2017,28509.6194105807,67887.943,71815.843,0.419951145236212,NA
2018,27103.2647504384,67887.943,71815.843,0.399235321512663,NA
2019,30641.7195895342,67887.943,71815.843,0.451357313765336,NA
2020,28305.5466639941,67887.943,71815.843,0.416945121816316,NA
2021,NA,20268,71815.843,NA,NA
