"all_years","value","ResOpsUS","storage_cap_GRanD","ff","SPI"
1911,NA,NA,48.6,NA,NA
1912,NA,NA,48.6,NA,NA
1913,NA,NA,452.3,NA,NA
1914,NA,NA,571,NA,NA
1915,NA,NA,571,NA,NA
1916,NA,NA,571,NA,NA
1917,NA,NA,571,NA,NA
1918,NA,NA,571,NA,NA
1919,NA,NA,571,NA,NA
1920,NA,NA,571,NA,NA
1921,NA,NA,626.5,NA,NA
1922,NA,NA,626.5,NA,NA
1923,NA,NA,682,NA,NA
1924,NA,NA,682,NA,NA
1925,NA,NA,682,NA,NA
1926,NA,NA,682,NA,NA
1927,NA,NA,682,NA,NA
1928,NA,NA,682,NA,NA
1929,NA,NA,725.2,NA,NA
1930,NA,NA,777.6,NA,NA
1931,NA,NA,1917.1,NA,NA
1932,NA,NA,2756.3,NA,NA
1933,NA,552.8,3309.1,NA,NA
1934,85.0964103464334,1392,3309.1,0.0611324786971505,NA
1935,187.294352348692,1392,3325.8,0.134550540480382,NA
1936,349.002545081967,1392,3325.8,0.25072021916808,NA
1937,519.826890234202,2603.3,4624.5,0.19967997934706,NA
1938,962.723950684932,2603.3,4859.5,0.36980906952135,NA
1939,1242.41964520548,2603.3,4977.5,0.477247971883947,NA
1940,1239.77300956284,6578.8,8953,0.188449718727251,NA
1941,2303.5182233519,7264.9,9639.1,0.317075007687911,NA
1942,2955.36158750791,7264.9,9639.1,0.406800036821968,NA
1943,3136.1748197809,7264.9,9639.1,0.431688642621494,NA
1944,2688.71967857653,7264.9,9639.1,0.370097272994333,NA
1945,3192.39151731459,7264.9,9639.1,0.439426766688405,NA
1946,3073.16323835616,7264.9,9639.1,0.423015215399546,NA
1947,2782.06637534247,7264.9,9722.6,0.382946272535405,NA
1948,2353.37644282427,7980.7,10610.2,0.294883461704396,NA
1949,2724.39257559837,8067.9,10834,0.337682987592605,NA
1950,2785.29016438356,8067.9,10931.9,0.34523112140502,0.179279238
1951,2424.4500333161,8725.8,14764.9,0.277848453243954,-0.797770474
1952,2095.36759314304,13617.2,17027.3,0.153876537991881,-0.555075425
1953,3242.47623614659,15036.4,18361.7,0.215641791662006,-0.383032403
