"all_years","value","ResOpsUS","storage_cap_GRanD","ff","SPI"
1949,2173.27221643836,4565.363,8887.763,0.476034921306007,NA
1950,2865.92290958904,11805.16,16160.76,0.242768662990509,0.493088041
1951,7200.18971513221,11805.16,16160.76,0.609918858798374,0.148928539
1952,7409.7516420765,11805.16,16542.86,0.627670581514906,0.124852165
1953,6520.77232054795,11805.16,16824.26,0.552366280554262,-0.534903648
1954,6355.70750410959,12477.36,17496.46,0.509379187913917,-1.015554598
1955,6624.34577584382,12477.36,17557.26,0.530909244891854,0.129121424
1956,6806.38755804833,12477.36,17755.36,0.545499012455226,0.226880644
1957,7515.74255342466,12477.36,17808.36,0.602350381284555,-0.175117759
1958,7620.13972054795,12477.36,17808.36,0.610717308833595,0.378446302
1959,7195.72772876712,12477.36,18266.06,0.576702742308239,-0.461174406
1960,7563.92797814208,12477.36,19302.16,0.606212209805766,-0.277715929
1961,7373.40116712329,12477.36,19327.56,0.590942408259703,-0.036954513
1962,7892.42888493151,12477.36,19449.26,0.632539967183083,-0.104181742
1963,7335.68865479452,12477.36,20461.36,0.58791993296615,-0.484734283
1964,7439.99519785783,15770.894,23786.994,0.471754816046435,-0.679679372
1965,8194.65345433023,15770.894,26944.994,0.519606146254627,-0.271205925
1966,8000.41213634166,15770.894,27423.094,0.507289703192581,-0.600836646
1967,8895.69794520548,16575.094,28832.094,0.536690648342958,-0.060788815
1968,8799.66364885318,16958.594,30015.594,0.518891109065597,-0.207055593
1969,8618.90756849315,16958.594,31274.794,0.508232437694608,-0.387053297
1970,8985.03973972603,16958.594,31308.694,0.529822209301433,-0.234343957
1971,9408.68106849315,16958.594,31460.894,0.55480313217553,-0.025507608
1972,9656.82440710383,16958.594,31534.594,0.56943543828597,0.168775198
1973,10170.4802767123,16958.594,32746.694,0.599724262324597,0.530780498
1974,9536.27262377416,17495.894,34145.794,0.545057750336974,0.47981424
1975,9410.47101643836,17495.894,34265.794,0.537867399999014,0.448702434
1976,9052.62634426229,17495.894,35181.894,0.517414334143902,-0.084282548
1977,8589.42674520548,17495.894,35271.894,0.490939573891193,-0.525750189
1978,9608.78853150685,17495.894,35643.994,0.549202488967231,0.152549001
1979,10478.5172630137,17495.894,35788.394,0.5989129371162,0.682949531
1980,9930.77321311475,17495.894,36888.994,0.567605931603995,0.18938682
1981,8905.85963972603,17495.894,36920.494,0.509025697099332,-0.298617723
1982,9811.50840547945,17823.094,36936.394,0.550494117658778,-0.068850407
1983,9917.3228135915,18332.994,37296.194,0.540954893324653,-0.268806315
1984,10162.4324699454,18332.994,37323.094,0.554324758408002,0.182427754
1985,9850.87291506849,18332.994,37323.094,0.537330286317035,-0.02456202
1986,9728.91105452858,20090.194,37501.994,0.484261677837883,-0.167853455
1987,10568.7755509837,20439.694,37501.994,0.517071124009181,-0.232713247
1988,9743.5018852459,20439.694,37604.694,0.476695095594186,-0.807719154
1989,11331.8450986301,20439.694,37604.694,0.554403852554257,0.753286998
1990,11179.7241780822,20439.694,37604.694,0.546961426041025,0.275750582
1991,10129.7450732579,20542.394,37604.694,0.493114145958737,0.159814469
1992,10778.5842814208,20542.394,37604.694,0.524699520485332,-0.10739604
1993,10796.8427931507,20542.394,37604.694,0.525588341512225,-0.194586417
1994,11434.3321616438,20542.394,37604.694,0.556621207910034,0.506599644
1995,10427.9669287671,20542.394,37604.694,0.507631531591066,-0.13431928
1996,9812.71095355191,20542.394,37604.694,0.477680982730246,0.63220539
1997,9905.72976986301,20542.394,37604.694,0.482209121773393,0.350951993
1998,9493.88597260274,20542.394,37604.694,0.462160640702478,0.168496445
1999,9253.47133835616,20542.394,37604.694,0.450457300076912,-0.659877968
2000,8831.98423224044,20542.394,37604.694,0.429939384486562,-0.094676872
2001,9092.03027945205,20542.394,37604.694,0.442598378721197,-0.464993697
2002,9294.4172739726,20542.394,37604.694,0.45245054076816,0.027347501
2003,9887.65463390411,20542.394,37604.694,0.481329227445648,0.613608419
2004,9724.08761646175,20542.394,37604.694,0.47336681481534,0.653625614
2005,9732.5753739726,20542.394,37604.694,0.473779997305699,0.187557044
2006,9008.5741369863,20542.394,37604.694,0.438535748899875,-0.049172388
2007,8043.71950684931,20542.394,37604.694,0.391566801164914,-0.138905106
2008,7925.7551215847,20542.394,37604.694,0.385824316366666,0.5624354
2009,7980.12260136986,20542.394,37604.694,0.388470915384539,0.006836591
2010,8185.39946849315,20542.394,37604.694,0.398463755903677,-0.125282046
2011,8574.6841369863,20542.394,37604.694,0.417414062693292,0.438209955
2012,7971.2785068306,20542.394,37604.694,0.388040386472511,0.232444028
2013,8630.97905753425,20542.394,37604.694,0.42015448917659,NA
2014,9116.8703739726,20542.394,37604.694,0.443807590000104,NA
2015,9632.02811468306,20542.394,37604.694,0.468885375028979,NA
2016,8471.55029748739,19065.994,37604.694,0.444327754298432,NA
2017,8334.40568518713,19065.994,37604.694,0.437134601279489,NA
2018,8675.1231801811,16019.494,37604.694,0.541535405561567,NA
2019,8431.22195342466,16019.494,37604.694,0.526310128985638,NA
2020,NA,1005.5,37604.694,NA,NA
2021,NA,0,37604.694,NA,NA
