"all_years","value","ResOpsUS","storage_cap_GRanD","ff","SPI"
1943,0,NA,12326.4,NA,NA
1944,0,NA,12326.4,NA,NA
1945,0,NA,12326.4,NA,NA
1946,0,727.8,13082.6,0,NA
1947,10.5081582733813,727.8,13082.6,0.0144382498947256,NA
1948,8.90869808743169,727.8,13082.6,0.0122405854457704,NA
1949,9.76083561643836,727.8,13082.6,0.0134114256889782,NA
1950,14.233695890411,727.8,13082.6,0.0195571529134528,-0.378976216
1951,10.3776876712329,1120.4,13475.2,0.00926248453341028,-0.53951186
1952,782.439405410807,6095.7,19650.3,0.128359237726727,-0.128478779
1953,1881.89337808219,6095.7,20254.7,0.308724736795149,0.096088067
1954,2101.37357534247,6095.7,24979.4,0.34473047809808,-0.529030408
1955,2191.74592054795,6095.7,24979.4,0.359556067481658,-0.390752485
1956,1988.17864058619,6095.7,25132.7,0.326160841344914,-0.505997976
1957,2683.26634312238,6596.7,25271.3,0.406758885976683,-0.068161174
1958,2896.33670410959,6596.7,28916.959,0.439058423773946,0.522927065
1959,5560.75854570687,10229.859,29099.359,0.543581152556146,0.152058883
1960,5753.45080601093,10229.859,29167.859,0.562417410250809,0.430878233
1961,5450.15784109589,10229.859,31663.959,0.532769595465186,0.054726483
1962,8857.1141539164,14848.859,37724.06,0.596484494459568,-0.113840942
1963,8609.05169863014,16158.96,40047.17162,0.532772635035308,-0.133043878
1964,9743.75246794352,16158.96,43534.67162,0.602993785982731,0.427488605
1965,10289.3909945306,20365.16,47956.77162,0.505244790344421,0.360154621
1966,9877.26514246575,20365.16,48289.27162,0.485007981398906,0.062039347
1967,9985.51374246575,20365.16,48649.27162,0.490323363158735,-0.283108706
1968,9974.51913114754,20365.16,48914.47162,0.489783489604184,-0.452869116
1969,9712.31139178082,25077.06,49242.27162,0.387298646323804,0.081256844
1970,12512.6538487251,25077.06,49293.27162,0.498968134571003,0.072630113
1971,12592.7064739726,25077.06,50762.97162,0.502160399742737,0.130242053
1972,13390.0241857924,25077.06,61354.57162,0.533955104218451,0.138525915
1973,13394.9587150685,25077.06,63008.77162,0.534151878851368,0.541885404
1974,13538.9072136986,25077.06,66676.94662,0.539892125061655,0.164610852
1975,14612.5907728736,26569.335,66800.24662,0.549979544948098,0.471779117
1976,14648.7929453552,26569.335,66800.24662,0.551342099655682,-0.13581048
1977,14253.1535726027,26569.335,67365.14662,0.536451272589349,-0.167625976
1978,14770.569769863,26569.335,68148.24662,0.555925459551886,0.27248889
1979,14449.462890411,26569.335,68148.24662,0.543839839815748,0.269898836
1980,14802.8954822404,26569.335,68148.24662,0.557142114480488,0.114957329
1981,13039.932330137,26569.335,69603.54662,0.490788810865495,-0.633903708
1982,13915.7980287753,28600.335,69603.54662,0.486560665417915,0.204518245
1983,15050.2672543794,29859.735,70379.44662,0.504032177592313,0.418557337
1984,16408.1000239819,42700.993,71865.80462,0.38425570159415,0.560223027
1985,15624.7665957823,42700.993,71865.80462,0.365911083046295,-0.548837936
1986,14635.1534877794,42700.993,71947.60462,0.342735670989651,-0.444156985
1987,15584.1375123288,42700.993,71967.30462,0.364959604389733,0.265046116
1988,13833.6560628415,42700.993,72004.00462,0.323965675993566,-0.383722776
1989,14509.9868520548,42700.993,72004.00462,0.339804436211935,0.21842189
1990,16486.1925232877,42700.993,72004.00462,0.386084523216771,-0.069835325
1991,16078.3369849315,42700.993,72053.10462,0.376533093385709,0.552881227
1992,16003.6337404372,42700.993,72110.50462,0.374783643566255,-0.158824298
1993,16569.8597561644,42700.993,72143.60462,0.388043897624685,0.081325746
1994,15878.3876520548,42700.993,72157.70462,0.371850548113829,0.301841936
1995,16223.6444849315,42700.993,72157.70462,0.379936000198672,0.258283402
1996,16596.6002923497,42700.993,72180.10462,0.388670125126826,0.187836764
1997,16298.5525178082,42700.993,72214.70462,0.381690245887449,0.135417245
1998,16569.0652383562,42700.993,72214.70462,0.388025291082954,0.479649568
1999,15262.3431917808,42700.993,72214.70462,0.357423612883682,-0.339274446
2000,15154.6338681662,43026.593,72214.70462,0.352215520949247,-0.540623335
2001,14616.9261347123,43026.593,72214.70462,0.339718418669875,-0.180515351
2002,14062.7179655342,43026.593,72214.70462,0.326837822495828,-0.509057423
2003,16675.7064358356,43026.593,72214.70462,0.387567438487068,0.966720614
2004,16553.8099868133,43026.593,72214.70462,0.384734389423149,-0.128779584
2005,16985.8267454694,43026.593,72214.70462,0.394775081203138,0.303589073
2006,15870.7541705479,43026.593,72214.70462,0.368859188329133,-0.620069965
2007,17627.6146219755,45731.10462,72214.70462,0.38546225306498,-0.628347816
2008,15672.3076662978,45731.10462,72214.70462,0.342705644145838,-0.195847436
2009,16547.7530208223,45731.10462,72214.70462,0.361848968187515,-0.046749665
2010,18617.5715881096,45731.10462,72214.70462,0.407109597347609,0.262770917
2011,17704.3839917709,45731.10462,72214.70462,0.387140965408216,-0.498131431
2012,16374.9549065672,45731.10462,72214.70462,0.358070399624806,0.066807308
2013,17538.3271428219,45731.10462,72214.70462,0.383509807789592,NA
2014,18652.6192231039,45731.10462,72214.70462,0.407875982399655,NA
2015,18097.5105623477,45731.10462,72214.70462,0.395737446377644,NA
2016,18041.8618321617,45599.70362,72214.70462,0.39565743634019,NA
2017,16740.0161580475,45918.60362,72214.70462,0.36455847604992,NA
2018,17665.4558838815,45992.00362,72214.70462,0.384098419147791,NA
2019,18526.9089687255,45091.60362,72214.70462,0.410872700932466,NA
2020,18280.9256032584,45091.60362,72214.70462,0.405417508707764,NA
2021,NA,10510,72214.70462,NA,NA
NA,NA,NA,NA,NA,NA
