"all_years","value","ResOpsUS","storage_cap_GRanD","ff","SPI"
1971,1504.24178772891,6774.438,17650.648426,0.222046727378552,-0.013859287
1972,1651.21881967213,6774.438,17839.348426,0.243742553946487,0.177078561
1973,2509.16624109589,6805.538,17894.748426,0.36869476610018,0.691085509
1974,2139.76357799789,6805.538,18095.148426,0.314415051094842,0.202031604
1975,1801.47288356164,6805.538,19018.709106,0.264706902461149,0.084217021
1976,1620.62261202186,6805.538,19064.209106,0.238132916460368,-0.372806421
1977,1587.22329863014,6805.538,19514.309106,0.233225249587929,-0.568245687
1978,1816.54208219178,6805.538,19580.309106,0.266921157767656,0.226792746
1979,2107.6520109589,6805.538,19623.509106,0.309696604582754,0.2073261
1980,1684.22533606557,6805.538,19623.509106,0.247478646958635,-0.355305893
1981,1750.81305753425,6805.538,19641.509106,0.257262990454869,0.003567937
1982,1955.64898082192,6805.538,19641.509106,0.287361407844893,0.185853308
1983,2402.94355205479,6917.738,21952.109106,0.347359722506807,0.463711579
1984,2940.70553952774,9214.338,21952.109106,0.319144526663526,0.368331356
1985,2509.60880684931,9214.338,21952.109106,0.272359100225031,0.372220427
1986,2698.79411506849,9214.338,21969.109106,0.292890722596511,0.510211696
1987,2462.52191780822,9214.338,21969.109106,0.267248924210097,-0.411159837
1988,2283.08340437158,9214.338,21969.109106,0.247775087518125,-0.787124369
1989,2381.92309863014,9214.338,21969.109106,0.258501815174366,-0.319894472
1990,2711.15427945205,9214.338,21969.109106,0.294232128173728,0.166939581
1991,2916.23443561644,9214.338,21969.109106,0.316488763014385,0.186516516
1992,2527.7157704918,9214.338,21969.109106,0.27432418590373,0.013438353
1993,3579.80498356164,9214.338,21969.109106,0.388503762675262,0.846376943
1994,2731.32003150685,9214.338,21969.109106,0.296420646985909,-0.183668709
1995,2659.31212054795,9214.338,21969.109106,0.288605879288121,0.050927672
1996,2658.64401639344,9214.338,21969.109106,0.288533372271936,-0.06832107
1997,2635.30552876712,9214.338,21969.109106,0.286000527522121,-0.02055928
1998,2898.01656712329,9214.338,21969.109106,0.314511641218641,0.281927257
1999,2927.62406849315,9214.338,21969.109106,0.317724840188536,0.380363767
2000,2580.73227868852,9214.338,21969.109106,0.280077882826582,-0.247435014
2001,2948.66806849315,9214.338,21969.109106,0.320008672190357,0.309595772
2002,2789.15129315068,9214.338,21969.109106,0.302696872325574,0.317396597
2003,2566.80836438356,9214.338,21969.109106,0.278566768918566,-0.567443477
2004,2688.43337021858,9214.338,21969.109106,0.29176630705522,0.188046304
2005,2702.14610136986,9214.338,21969.109106,0.293254501991338,-0.097890394
2006,2501.21562465753,9214.338,21969.109106,0.271448217403956,-0.064499527
2007,2786.0932321581,9214.338,21969.109106,0.302364991620461,0.166215004
2008,3101.88536137239,9214.338,21969.109106,0.336636811171067,0.556053413
2009,2790.57254520548,9214.338,21969.109106,0.302851115859379,0.168027594
2010,3465.85375068493,9214.338,21969.109106,0.376137032382026,0.675734251
2011,2835.78748767123,9214.338,21969.109106,0.307758136034432,0.349848692
2012,2537.1902704918,9214.338,21969.109106,0.275352420379175,-0.27573511
2013,2873.04107618462,9214.338,21969.109106,0.311801138202725,NA
2014,2752.82398016229,9214.338,21969.109106,0.298754395612825,NA
2015,2999.98248491442,9183.238,21969.109106,0.326680249919954,NA
2016,2739.65158040752,6442.938,21969.109106,0.425217746997956,NA
2017,2455.29595510306,6442.938,21969.109106,0.381083281432021,NA
2018,2389.39091930046,6442.938,21969.109106,0.370854246820389,NA
2019,2653.80891634051,6442.938,21969.109106,0.411894219118748,NA
2020,2526.33188195607,6442.938,21969.109106,0.392108674948613,NA
2021,NA,0,21969.109106,NA,NA
