"all_years","value","ResOpsUS","storage_cap_GRanD","ff","SPI"
1911,NA,NA,102.7,NA,NA
1912,NA,NA,102.7,NA,NA
1913,NA,NA,102.7,NA,NA
1914,NA,NA,102.7,NA,NA
1915,NA,NA,102.7,NA,NA
1916,NA,NA,102.7,NA,NA
1917,NA,NA,102.7,NA,NA
1918,NA,NA,102.7,NA,NA
1919,NA,NA,145.9,NA,NA
1920,NA,NA,145.9,NA,NA
1921,NA,NA,145.9,NA,NA
1922,NA,NA,145.9,NA,NA
1923,NA,NA,145.9,NA,NA
1924,NA,NA,935.6,NA,NA
1925,NA,NA,935.6,NA,NA
1926,NA,NA,935.6,NA,NA
1927,NA,NA,935.6,NA,NA
1928,NA,NA,1123.8,NA,NA
1929,NA,NA,1144.8,NA,NA
1930,NA,NA,1437.1,NA,NA
1931,NA,NA,1437.1,NA,NA
1932,NA,NA,1437.1,NA,NA
1933,NA,NA,1437.1,NA,NA
1934,NA,NA,1437.1,NA,NA
1935,NA,3630.101,4277.501,NA,NA
1936,557.958670813529,3630.101,4277.501,0.153703346219163,NA
1937,1978.47078186328,5303.401,5950.801,0.373056983973733,NA
1938,2088.02802191781,6597.301,7244.701,0.316497310327027,NA
1939,2638.6468,6941.601,7244.701,0.380120781934888,NA
1940,3315.7212080292,8386.301,8689.401,0.395373503530245,NA
1941,3328.06475342466,9346.732,9732.632,0.35606720653001,NA
1942,4698.14333579036,11307.732,11849.032,0.415480605287635,NA
1943,6056.8523724347,12316.353,12857.653,0.491773203677639,NA
1944,5917.59501092896,20774.044,21315.344,0.284855226595696,NA
1945,6894.73762465753,20774.044,21315.344,0.331891933253705,NA
1946,7642.41954794521,20774.044,21315.344,0.367883092379375,NA
1947,6666.047,20774.044,21315.344,0.320883454372196,NA
1948,6612.28892076503,21609.144,22150.444,0.305994949210622,NA
1949,7711.5137452235,21609.144,22150.444,0.356863453046706,NA
1950,8100.96186027397,22551.544,23092.844,0.359219832587692,0.516300076
1951,7727.98203596434,22551.544,23092.844,0.342680839767084,-0.268777862
1952,7577.67960928962,22790.144,23457.044,0.332498101341072,-0.117155697
1953,7163.79410819548,22790.144,23457.044,0.314337377955816,-0.154190679
1954,6860.7043479452,22790.144,23526.544,0.301038218448519,-0.880873081
1955,7005.18561643836,22790.144,23526.544,0.307377856692716,-0.088620783
1956,7326.48755464481,22790.144,23526.544,0.321476141381327,-0.220545977
1957,7669.16399178082,22790.144,23526.544,0.336512309522082,0.071514121
1958,7970.03751780822,22790.144,23526.544,0.349714223736727,0.422690453
1959,7105.72720273973,22790.144,23546.244,0.311789482450823,-0.474575451
1960,7744.11686612022,22790.144,23546.244,0.339801137988431,-0.211276099
1961,7652.48094246575,22790.144,23546.244,0.335780280390758,0.007260322
1962,7997.94981424055,22945.544,23701.644,0.348562222549204,0.384919003
1963,7668.81575068493,22945.544,23715.344,0.334218083941916,-0.088593501
1964,7821.76201912568,22945.544,23715.344,0.34088370356901,-0.167981792
1965,8235.77884109589,22945.544,23715.344,0.358927155577392,0.215923862
1966,7201.70143835616,22945.544,23715.344,0.313860566494138,-0.753898917
1967,8151.30451506849,22945.544,23715.344,0.35524564225056,0.14220816
1968,8141.94061748634,22945.544,23715.344,0.354837550048338,-0.287136511
1969,7657.838097747,23695.544,24465.344,0.323176294148258,-0.268935531
1970,7659.21165934165,23695.544,24465.344,0.323234261232477,-0.162236308
1971,8301.0962721652,23695.544,24465.344,0.350323093327809,0.160838782
1972,8969.45248360656,23695.544,24465.344,0.37852908055652,0.123533475
1973,9433.49136438356,23695.544,24465.344,0.398112462173629,0.967677841
1974,9192.82020821918,23695.544,24465.344,0.387955651417801,0.555521474
1975,8757.04576712329,23695.544,24516.444,0.369565086461965,0.602780812
1976,8548.85663806789,23902.144,24671.944,0.357660661657293,0.205391739
1977,8413.63489863014,23902.144,24712.544,0.352003355792273,-0.091832957
1978,8564.98063294696,23947.244,24888.044,0.357660390187153,0.005750429
1979,9265.24993912389,24077.644,25464.844,0.384807165481967,0.621408047
1980,8996.19236338798,24077.644,25464.844,0.373632584790604,0.112134454
1981,8334.87674913944,24654.444,25464.844,0.338067925974702,-0.717095745
1982,8906.5252109589,24654.444,25464.844,0.361254352803856,0.07571064
1983,9234.58374246575,24654.444,25464.844,0.374560616433522,0.248065149
1984,9243.45591530055,24654.444,25464.844,0.374920477432002,0.385742538
1985,8454.89449863014,24654.444,25464.844,0.342935922571612,-0.484572486
1986,8306.87297627578,24668.144,25464.844,0.336744952367547,-1.121816651
1987,9050.03350410959,24668.144,25464.844,0.366871277551712,-0.144782629
1988,8383.68129508197,24668.144,25464.844,0.339858616646715,-1.106162484
1989,9688.48444931507,24668.144,25464.844,0.392752873881191,0.985263157
1990,9684.83800958904,24668.144,25464.844,0.392605054096856,0.227383528
1991,9631.50014520548,24668.144,25464.844,0.390442837742697,0.742291873
1992,9447.68237978142,24668.144,25464.844,0.382991212463387,-0.007159657
1993,9523.11879726027,24668.144,25464.844,0.386049262452022,-0.314480534
1994,9688.07965479452,24668.144,25464.844,0.392736464275323,0.718354779
1995,9194.89873150685,24668.144,25464.844,0.372743840457022,-0.104701714
1996,9481.05683879781,24668.144,25464.844,0.384344150042168,0.446926531
1997,9618.59472876712,24668.144,25464.844,0.389919676517501,0.650178274
1998,9340.44605479452,24668.144,25464.844,0.378644054242367,0.141626643
1999,8802.41114794521,24668.144,25464.844,0.356833134586259,-0.222477514
2000,8763.08820491803,24668.144,25464.844,0.355239056692633,-0.604000433
2001,8873.44340273973,24668.144,25464.844,0.359712648131928,-0.107401128
2002,9107.64163561644,24668.144,25464.844,0.369206602475502,-0.12635171
2003,9424.82586575342,24668.144,25464.844,0.382064652523247,0.978045581
2004,9249.47185245902,24668.144,25464.844,0.374956131781095,0.210693519
2005,9662.46999452055,24668.144,25464.844,0.39169829698256,0.306181291
2006,9260.58207123288,24668.144,25464.844,0.375406519081163,-0.601733387
2007,8892.31587671233,24668.144,25464.844,0.360477702607554,-1.296105464
2008,9000.38890983607,24668.144,25464.844,0.364858779397269,-0.79520609
2009,9465.37394794521,24668.144,25464.844,0.383708395246323,0.157257515
2010,9595.60619452055,24668.144,25464.844,0.38898776472687,0.183704015
2011,9592.29883561644,24668.144,25464.844,0.388853690639087,0.01049636
2012,9680.28480407323,24949.044,25464.844,0.388002233836023,0.104966562
2013,10056.6466463836,24949.044,25464.844,0.403087454829274,NA
2014,9641.83906049315,24949.044,25464.844,0.386461263224881,NA
2015,9038.65806098084,24949.044,25464.844,0.362284745699308,NA
2016,9069.5032826869,24949.044,25464.844,0.36352107450237,NA
2017,9090.27333480067,24949.044,25464.844,0.364353573419513,NA
2018,9289.45965007519,24949.044,25464.844,0.372337298778871,NA
2019,9277.63575168123,24949.044,25464.844,0.371863376876534,NA
2020,NA,7840.9,25464.844,NA,NA
2021,NA,0,25464.844,NA,NA
