"all_years","value","ResOpsUS","storage_cap_GRanD","ff","SPI"
1905,NA,NA,191.746,NA,NA
1906,NA,NA,469.246,NA,NA
1907,NA,NA,732.746,NA,NA
1908,NA,NA,732.746,NA,NA
1909,NA,NA,791.746,NA,NA
1910,NA,NA,1082.417,NA,NA
1911,NA,NA,3024.617,NA,NA
1912,NA,NA,3054.317,NA,NA
1913,NA,NA,3333.417,NA,NA
1914,NA,NA,3939.217,NA,NA
1915,NA,NA,4068.817,NA,NA
1916,NA,NA,4263.717,NA,NA
1917,NA,NA,4263.717,NA,NA
1918,NA,NA,4576.9236,NA,NA
1919,NA,NA,4576.9236,NA,NA
1920,NA,NA,4634.3236,NA,NA
1921,NA,NA,4646.4236,NA,NA
1922,NA,NA,4684.0236,NA,NA
1923,NA,NA,4910.528876,NA,NA
1924,NA,NA,5154.728876,NA,NA
1925,NA,NA,5154.728876,NA,NA
1926,NA,NA,5839.662876,NA,NA
1927,NA,NA,6874.262876,NA,NA
1928,NA,NA,6908.262876,NA,NA
1929,NA,NA,7060.862876,NA,NA
1930,NA,NA,7324.029876,NA,NA
1931,NA,NA,8332.439876,NA,NA
1932,NA,NA,8871.439876,NA,NA
1933,NA,NA,8884.239876,NA,NA
1934,NA,NA,8958.139876,NA,NA
1935,NA,NA,8958.139876,NA,NA
1936,NA,NA,8958.139876,NA,NA
1937,NA,NA,9923.206876,NA,NA
1938,0,NA,9988.053876,NA,NA
1939,0,NA,12265.453876,NA,NA
1940,0,NA,12321.053876,NA,NA
1941,0,NA,19028.517876,NA,NA
1942,0,NA,19090.217876,NA,NA
1943,0,NA,19090.217876,NA,NA
1944,0,NA,19150.617876,NA,NA
1945,0,NA,19448.117876,NA,NA
1946,0,NA,19969.917876,NA,NA
1947,0,NA,20801.517876,NA,NA
1948,0,NA,22403.580476,NA,NA
1949,0,NA,24370.480476,NA,NA
1950,0,NA,24385.680476,NA,0.079524737
1951,0,NA,24385.680476,NA,0.094103408
1952,0,NA,29040.207476,NA,-0.032516593
1953,0,NA,30694.467476,NA,-0.190010194
1954,0,NA,32359.665476,NA,-0.016754151
1955,0,NA,34888.418476,NA,-0.402107463
1956,0,NA,36453.718476,NA,0.370539278
1957,0,NA,36492.918476,NA,0.058302351
1958,0,NA,39214.118476,NA,0.166483035
1959,0,NA,39566.218476,NA,-0.051005786
1960,0,1991.453,40263.718476,0,-0.081340307
1961,1355.28612137087,2028.353,40434.418476,0.668170738215127,0.117333272
1962,1114.10916712329,2028.353,41730.739096,0.549267887356534,-0.048145653
1963,1902.03492333785,2467.453,45181.643496,0.77084950486913,0.274415391
1964,1654.51788251366,2467.453,46150.743496,0.670536736672861,0.012251838
1965,12331.0265734564,16506.88,48399.143496,0.747023457701053,0.040801156
1966,12273.5417000635,16554.98,48413.586496,0.741380641961722,-0.526751456
1967,9867.81493716554,16675.792,50972.755496,0.591744904060061,-0.161912247
1968,11323.3088002445,16675.792,64460.955496,0.679026747289996,-0.018532821
1969,11800.0428718172,17024.103,65111.318856,0.693137422383849,0.217557467
1970,11463.4811108911,20093.803,65185.318856,0.570498332789023,-0.21733549
1971,16472.0415755109,25344.303,69576.518856,0.649930738892718,0.405466343
1972,16534.2831857923,25344.303,69576.518856,0.65238658114971,0.38488819
1973,17120.4005103821,25622.237,77104.418856,0.668185237314842,-0.769151239
1974,17046.3114725971,25955.337,77119.218856,0.656755544056204,0.417954193
1975,21481.2655363965,33576.864,77791.456656,0.639763902203507,0.00418615
1976,23208.9061462843,33750.164,78706.356656,0.687667951666377,0.230029086
1977,19342.3222742843,34366.864,78706.356656,0.562818948923717,-0.983011543
1978,19583.3162131984,34366.864,78706.356656,0.56983134141068,0.549648366
1979,22151.9878091398,34366.864,78706.356656,0.644574023662438,-0.42996373
1980,22019.2728428041,34484.364,79471.056656,0.638529185076579,0.367197509
1981,24329.7401507374,34484.364,79471.056656,0.705529617734502,0.195732119
1982,22205.2894619102,41196.728,79471.056656,0.539006142961407,0.55470353
1983,29848.2380276962,41196.728,79676.356656,0.724529337079784,0.864343581
1984,29625.919872122,41196.728,79676.356656,0.719132836766113,0.55958578
1985,26286.5121068725,41263.199,79728.456656,0.637044939411327,-0.424961441
1986,28289.2788328276,41572.309,79796.256656,0.680483704497327,0.188012662
1987,28063.6378934636,41572.309,79796.256656,0.675056030528965,-0.250453052
1988,22388.3936012169,41572.309,79951.656656,0.538541017801463,-0.651828942
1989,22296.1162065875,41572.309,79951.656656,0.536321333669185,-0.131226096
1990,27034.8890751309,41851.109,79951.656656,0.64597784195231,-0.07068044
1991,24819.5181426685,41851.109,79951.656656,0.593043260637813,0.010879227
1992,24054.99135232,41851.109,79951.656656,0.574775482110164,-0.455083755
1993,23674.5012616438,41851.109,79970.156656,0.565683964590851,0.435892802
1994,25120.6194945205,41851.109,79970.156656,0.60023784541816,-0.780669917
