"all_years","value","ResOpsUS","storage_cap_GRanD","ff","SPI"
1947,1751.37284870496,4359.1,21021.95204,0.401773955335954,NA
1948,1763.34482305355,4868.5,21811.65204,0.362194684821516,NA
1949,1859.7488358914,6151.3,23923.25204,0.302334276639312,NA
1950,2428.46614726939,6151.3,24037.35204,0.39478909291847,-0.169979172
1951,2364.17531995466,12822,30708.05204,0.184384286379244,-0.141693002
1952,4197.31976556896,12822,32373.05204,0.327352968770002,-0.425666725
1953,5040.16268256978,12822,32373.05204,0.393087091137871,-0.634165783
1954,3382.0413015961,19890.8,39610.95204,0.170030431234344,-0.705134114
1955,4623.36667026331,19890.8,39668.35204,0.232437441946192,-0.381148904
1956,5115.98989681924,24161.1,44133.25204,0.211744908005813,-1.015508721
1957,7793.51166388832,26626.5,47077.25204,0.292697563100232,0.150274175
1958,6808.50787094137,26626.5,47448.18004,0.255704199610965,0.507028857
1959,6243.28575947386,26626.5,47510.28004,0.234476396051823,-0.288196051
1960,8681.3799267662,26626.5,48277.24804,0.326042849295484,0.335262512
1961,10049.4740376499,26626.5,48590.14804,0.37742377096689,0.358343709
1962,9645.42807175781,30134.5,52434.34804,0.320079247100759,0.001469731
1963,9247.65601404774,32542.3,57574.28304,0.284173399361685,-0.581776965
1964,9387.95204563904,32542.3,66750.48304,0.288484589154394,-0.58955978
1965,11042.3743672305,32542.3,69833.58304,0.339323722270106,0.108551353
1966,13059.1184204481,32542.3,74372.08304,0.401296725199145,-0.353492407
1967,11999.5207330145,36513.8,77203.98304,0.328629743631572,-0.510399215
1968,14771.7004735518,36513.8,77561.68304,0.40455116897041,-0.001604888
1969,15029.7833767591,36681,79390.18304,0.409743010734688,0.23453602
1970,13852.1322800619,36681,80198.68304,0.377637803769306,-0.328518975
1971,13809.7277427737,36681,80502.68304,0.376481768293495,-0.299610824
1972,13405.620338593,36681,80983.78304,0.365464963839399,-0.17484259
1973,16895.0986815456,36681,81299.15004,0.460595367671155,0.746692853
1974,16391.7402999613,37284.3,83574.75004,0.439641894844781,0.139003854
1975,15609.9153961349,37557.9,84202.05004,0.415622689131578,0.437100996
1976,14834.5293106822,37557.9,86042.45004,0.394977602866034,-0.438672885
1977,13028.5486807985,37830.467,87820.55004,0.344393017426892,-0.133976372
1978,14461.5053561888,37830.467,89683.45004,0.382271394011308,-0.231194032
1979,15786.1582235839,69741.315,90231.55004,0.22635303368719,0.223391866
1980,27382.4162240795,74164.415,90726.15004,0.36921232674834,-0.242286015
1981,25887.2946251963,75264.415,90754.65004,0.34395131650457,-0.300812628
1982,29644.2704928727,75264.415,90754.65004,0.393868343929502,0.230205533
1983,30628.5959831004,75264.415,90943.35004,0.406946576055902,-0.027315467
1984,29323.5489290204,75264.415,90943.35004,0.389607079640763,-0.031492982
1985,33664.0341198064,75264.415,90943.35004,0.447276898648669,0.65536514
1986,31125.1990228272,75264.415,91024.85004,0.413544688055135,0.191837629
1987,31768.0514980083,75590.823,91351.25804,0.420263336701709,0.737965231
1988,31223.2954458313,76059.914,91351.25804,0.410509213116271,0.071818267
1989,32984.3847469634,79890.414,91383.65804,0.412870369490931,0.168669107
1990,35868.7092155632,81069.277,91778.35804,0.442445159780606,0.188977554
1991,33476.4746127349,82927.477,92761.85804,0.403683746615551,-0.029889383
1992,34425.9474027715,82927.477,92761.85804,0.415133182006388,0.543446947
1993,36089.5274446393,82927.477,92761.85804,0.435193843466856,0.549320437
1994,34373.5423931026,84608.477,92893.45804,0.406265939441299,0.019868442
1995,35757.4259475071,83429.577,93045.55804,0.428594117737251,0.495865761
1996,32503.8798814977,83429.577,93045.55804,0.389596604109568,-0.411049089
1997,34929.4998579385,83429.577,93045.55804,0.418670465726303,0.502745071
1998,34037.1186947901,83671.677,93045.55804,0.406793791103172,0.228101015
1999,34681.8305077728,84295.477,93045.55804,0.411431689363035,0.686556734
2000,32134.4493601336,84372.777,93045.55804,0.380862767621523,-0.083427031
2001,33524.4843793882,84519.577,93045.55804,0.39664756461557,0.21603703
2002,34352.3830557105,84519.577,93045.55804,0.406442912695961,-0.30017631
2003,31821.580342635,84519.577,93045.55804,0.376499522029494,-0.068648217
2004,32255.4168928186,84519.577,93045.55804,0.381632493177511,0.216315485
2005,32746.1968463643,84786.977,93045.55804,0.38621729427108,0.316185061
2006,29704.9921610379,84786.977,93045.55804,0.350348522993547,-0.611049768
2007,33935.3344734608,84802.277,93045.55804,0.400170085921877,0.560436843
2008,36760.2196742215,84802.277,93045.55804,0.433481516943483,0.12517842
2009,34434.2553061738,84802.277,93045.55804,0.406053428331574,0.084902666
2010,34768.5524652373,84802.277,93045.55804,0.409995505960734,0.364438208
2011,32291.438610145,84802.277,93045.55804,0.380785042011844,-0.891279504
2012,30630.557132194,84802.277,93045.55804,0.361199701420683,-0.168229679
2013,30053.2097730847,84839.477,93045.55804,0.354236150855629,NA
2014,31005.5339184885,84744.477,93045.55804,0.365870851011194,NA
2015,35463.0384412707,84744.477,93045.55804,0.418470202385823,NA
2016,34187.9422331852,80763.077,93045.55804,0.423311536696221,NA
2017,33197.2646628965,80763.077,93045.55804,0.411045070297365,NA
2018,32965.5767478658,80763.077,93045.55804,0.408176334686527,NA
2019,36031.6672522103,76304.946,93045.55804,0.472206182443407,NA
2020,33435.6230962334,76304.946,93045.55804,0.438184218048374,NA
2021,NA,951.967,93045.55804,NA,NA
