"all_years","value","ResOpsUS","storage_cap_GRanD","ff","SPI"
1965,8647.97886849315,40855.706,42587.9335012,0.211671262479056,0.557290021
1966,13229.4030003407,41881.617,42652.5005012,0.315876127713519,-0.230283442
1967,11850.9434265902,41881.617,43133.0805012,0.282962891012307,0.088929018
1968,13187.4119681992,41881.617,43133.0805012,0.314873515227438,0.085511486
1969,15775.4452470149,42275.117,43366.1805012,0.373161480475971,0.309717837
1970,18319.8697369501,42558.097,43433.8025012,0.430467314761516,0.043517048
1971,22168.4344472442,42558.097,43458.5025012,0.52089816063073,-0.218537484
1972,23472.8553505419,42558.097,44849.4025012,0.551548518500296,-0.546286105
1973,24725.4337179971,42611.219,44849.4025012,0.580256427726159,0.789405009
1974,29993.2525498724,42876.717,44893.2025012,0.69952306632694,-0.470308462
1975,30470.1171219273,44267.617,44893.2025012,0.688316182050805,0.043736883
1976,32833.942471187,44267.617,44917.0025012,0.741714704705857,-0.237483766
1977,28843.8037317263,44267.617,44917.0025012,0.651577963451846,-0.93264593
1978,25435.0560765657,44267.617,44917.0025012,0.574574774977513,0.20572335
1979,29158.1539049464,44284.917,44990.2015012,0.658421780601879,0.221597461
1980,34451.1461808319,44318.016,45023.2015012,0.777362104405393,0.210910866
1981,34328.1347429549,44318.016,45023.2015012,0.774586451319366,-0.114360054
1982,32982.7075325823,44318.016,45023.2015012,0.744227980164598,0.339835186
1983,37812.374429295,44318.016,45495.8095012,0.853205487116007,0.800392818
1984,37254.2508902798,44790.624,45542.9095012,0.831742171984024,0.587650409
1985,37373.894422659,44790.624,45542.9095012,0.834413345584536,0.362398691
1986,37367.4243316645,44790.624,45542.9095012,0.834268893678831,0.598035922
1987,37549.8299778826,44790.624,45581.9995012,0.838341300578499,0.397135917
1988,36573.1521680314,44790.624,45581.9995012,0.816535893048317,0.043922435
1989,34624.1437869769,44829.714,45633.3995012,0.772348085624123,-0.493070463
1990,30449.8084454714,44848.781,45633.3995012,0.678943948230642,-0.492408006
1991,28212.7949602842,44848.781,45633.3995012,0.629064922863438,0.037189943
1992,27469.7794654384,44848.781,45633.3995012,0.612497794877376,0.349168676
1993,28633.1398919482,44848.781,45671.4995012,0.638437416882038,0.580755897
1994,32588.5340695586,44848.781,45671.4995012,0.726631434409747,-0.319306261
1995,32638.3945232021,44848.781,45671.4995012,0.727743180426733,0.844945187
1996,36667.3616298668,44848.781,45671.4995012,0.817577664593979,-0.340920082
1997,36251.8297941944,44848.781,45671.4995012,0.80831248889896,0.906741878
1998,38220.69541556,44848.781,45671.4995012,0.852212581108058,0.432283459
1999,38052.248048651,44848.781,45671.4995012,0.848456684890745,0.469328439
2000,36947.2843768574,44848.781,45671.4995012,0.823819144089053,-0.455383598
2001,33859.5296864431,44848.781,45671.4995012,0.754971014406012,0.112176326
2002,29445.9394822604,44848.781,45671.4995012,0.656560531316567,-1.227113466
2003,23710.4716729878,44848.781,45671.4995012,0.528675944904451,-0.045266793
2004,21164.2775017414,44848.781,45671.4995012,0.471903071384291,-0.056361677
2005,21281.8901041268,44905.381,45671.4995012,0.473927392000677,0.658018162
2006,24713.5393370466,44905.381,45671.4995012,0.550346946996098,0.003773687
2007,25346.4724026022,44905.381,45819.4995012,0.564441762616426,0.07289678
2008,25247.4861053438,44905.381,45819.4995012,0.56223743219869,0.201941582
2009,27757.8941267746,45053.381,45819.4995012,0.616111233178584,-0.07813795
2010,28510.6554034783,45053.381,45819.4995012,0.632819441530445,-0.092718466
2011,29183.1686434442,45053.381,45819.4995012,0.647746473088096,0.456578543
2012,29505.46470987,45053.381,45819.4995012,0.654900121921372,-0.635254889
2013,23382.964341923,45053.381,45819.4995012,0.519005762118564,NA
2014,22669.243361722,45053.381,45819.4995012,0.5031640879898,NA
2015,25038.9126219178,45053.381,45819.4995012,0.555761012074051,NA
2016,25473.1660833333,45053.381,45819.4995012,0.565399655207527,NA
2017,26529.5660136986,45053.381,45819.4995012,0.588847394465215,NA
2018,26409.4200030729,45053.381,45819.4995012,0.586180646532897,NA
2019,23239.1414907925,44841.581,45819.4995012,0.518249824661456,NA
2020,25440.4944767915,44841.581,45819.4995012,0.567341603695719,NA
2021,NA,44340.081,45819.4995012,NA,NA
