"all_years","value","ResOpsUS","storage_cap_GRanD","ff","SPI"
1963,520.314005479452,1874.4,5062.3,0.277589631604488,-0.020896801
1964,585.389581967213,1874.4,5086.7,0.312307715518146,0.119808493
1965,767.95704109589,1874.4,5177.517,0.409708195206941,0.349786112
1966,956.647967123288,1874.4,5177.517,0.510375569314601,-0.53613806
1967,958.632181383913,1965.6,5177.517,0.487704609983676,0.483108878
1968,1087.8265,2040.7,5177.517,0.533065369726074,0.093341423
1969,1256.68949589041,2040.7,5177.517,0.615812954324698,0.343204702
1970,1227.05000547945,2040.7,5450.817,0.601288776145172,-0.021210489
1971,1215.4858739726,2040.7,5450.817,0.595622028702211,0.310364498
1972,1187.25513114754,2040.7,5476.017,0.581788176188338,-0.287614465
1973,1216.06934246575,2040.7,5476.017,0.595907944561059,0.496729909
1974,1306.43294045324,2058.5,5488.317,0.634652873671722,-0.402394919
1975,1271.27849863014,2058.5,5488.317,0.617575175433635,0.294795934
1976,1330.73716393443,2058.5,5488.317,0.646459637568339,0.027543812
1977,1060.59113287671,2194.2,5488.317,0.483361194456619,-0.531651707
1978,1145.48066303172,2194.2,5488.317,0.522049340548593,0.300477402
1979,1280.25634109589,2194.2,5488.317,0.583472947359352,0.023854337
1980,1870.45319582386,2979.6,5488.317,0.627753119822748,0.505356132
1981,1836.72966849315,2979.6,5517.917,0.616434980699809,-0.213397573
1982,1939.60043150685,3008.181,5517.917,0.644775175265999,0.573792233
1983,2446.04444331376,3008.181,5517.917,0.813130740242613,1.097248566
1984,2525.77296271873,3008.181,5517.917,0.839634637250461,0.863804974
1985,2383.25938241707,3315.017,5591.717,0.718928253585749,-0.034592049
1986,2532.85887074176,3315.017,5591.717,0.764056072937714,0.433889434
1987,2143.93953424658,3350.317,5604.717,0.639921396765314,-0.108234102
1988,1676.50669048479,3373.117,5654.017,0.4970200234634,-0.058016284
1989,1528.58034435093,3385.817,5654.017,0.451465730236139,-0.236304678
1990,1488.06664641477,3411.017,5654.017,0.436253072445776,-0.205729543
1991,1237.86525068493,3411.017,5654.017,0.362902105350085,-0.148469735
1992,1184.44266081187,3411.017,5654.017,0.347240327682878,-0.325242933
1993,1506.40823562771,3869.917,6143.717,0.389261122558368,0.376103087
1994,1917.33295808703,3869.917,6143.717,0.4954454987244,-0.468843358
1995,2125.1324207115,3888.317,6143.717,0.546542995520041,0.848251661
1996,2726.47780009107,3888.317,6143.717,0.701197407539322,-0.178251928
1997,2726.4819631626,3888.317,6171.717,0.701198478200876,0.513245907
1998,2819.25950944014,3888.317,6171.717,0.725059070399904,0.951415271
1999,2844.35735890411,3888.317,6171.717,0.731513752326292,0.275043442
2000,2520.16311202186,3888.317,6171.717,0.648137256304426,-0.484512724
2001,2159.51208767123,3888.317,6171.717,0.555384781557479,-0.389973219
2002,1882.77486986301,3888.317,6171.717,0.484213316420192,-0.718729862
2003,1752.27412768328,3901.317,6171.717,0.449149384088316,-0.200026561
2004,1617.91762021858,3901.317,6171.717,0.414710627262173,-0.211139135
2005,2019.32582739726,3901.317,6171.717,0.517601063281261,0.756492123
2006,2673.61430684932,3901.317,6171.717,0.685310705807632,0.095731435
2007,2143.72766027397,3542.017,6171.717,0.60522794223573,-0.617751959
2008,1824.54738797814,3542.017,6171.717,0.515115367311377,-0.421962295
2009,2067.84100958904,3542.017,6171.717,0.583803242499695,-0.143030141
2010,2185.73719726027,3542.017,6171.717,0.617088285364038,-0.261866507
2011,2383.56898082192,3542.017,6171.717,0.672941146477252,0.904493725
2012,2307.37383606557,3542.017,6171.717,0.65142935114811,-0.473090009
2013,1690.72288493151,3542.017,6171.717,0.477333362581689,NA
2014,1513.74620273973,3542.017,6171.717,0.427368418259914,NA
2015,1473.11609863014,3542.017,6171.717,0.415897523538181,NA
2016,1415.44523497268,3516.817,6171.717,0.402479069844316,NA
2017,1810.11907534247,3516.817,6171.717,0.514703800437289,NA
2018,2043.12567671233,3516.817,6171.717,0.580958769453267,NA
2019,1958.10564931507,3516.817,6171.717,0.556783491809517,NA
2020,2247.96044808743,3516.817,6171.717,0.639203133995153,NA
2021,NA,3001.517,6171.717,NA,NA
